date,fips,population,density
4/1/2010,04,3817117,414.87385274
4/1/2010,04,3817365,414.9008073
7/1/2010,04,3825110,415.74259392
7/1/2011,04,3874996,421.16459094
7/1/2012,04,3947505,429.0454309
7/1/2013,04,4017723,436.67726723
7/1/2014,04,4093648,444.92938454
7/1/2015,04,4172905,453.54364943
7/1/2016,04,4256143,462.59060024
7/1/2017,04,4327184,470.31188659
7/1/2018,04,4402403,478.48727035
7/1/2019,04,4485414,487.50954904
4/1/2010,04,37220,8.0530053073
4/1/2010,04,37212,8.0512744088
7/1/2010,04,37152,8.03829267
7/1/2011,04,37126,8.0326672499
7/1/2012,04,37015,8.0086510331
7/1/2013,04,37433,8.0990904801
7/1/2014,04,38099,8.2431877809
7/1/2015,04,37860,8.1914771879
7/1/2016,04,37807,8.1800099853
7/1/2017,04,37481,8.1094758711
7/1/2018,04,37995,8.2206861003
7/1/2019,04,38837,8.4028631682
4/1/2010,04,47420,38.358412473
4/1/2010,04,47420,38.358412473
7/1/2010,04,47415,38.354367933
7/1/2011,04,47667,38.558212723
7/1/2012,04,47359,38.309069091
7/1/2013,04,46939,37.969327775
7/1/2014,04,46636,37.724228682
7/1/2015,04,46542,37.648191339
7/1/2016,04,46400,37.533326418
7/1/2017,04,46566,37.667605129
7/1/2018,04,46395,37.529281879
7/1/2019,04,46498,37.612599392
4/1/2010,04,20489,4.5567995018
4/1/2010,04,20489,4.5567995018
7/1/2010,04,20497,4.5585787197
7/1/2011,04,20604,4.5823757594
7/1/2012,04,20521,4.5639163735
7/1/2013,04,20522,4.5641387757
7/1/2014,04,20516,4.5628043623
7/1/2015,04,20466,4.5516842503
7/1/2016,04,20648,4.592161458
7/1/2017,04,20706,4.605060788
7/1/2018,04,21039,4.679120734
7/1/2019,04,21108,4.6944664886
4/1/2010,04,200186,15.015608576
4/1/2010,04,200182,15.015308543
7/1/2010,04,200314,15.025209637
7/1/2011,04,202812,15.212580333
7/1/2012,04,203347,15.252709766
7/1/2013,04,203126,15.236132935
7/1/2014,04,203423,15.258410395
7/1/2015,04,204574,15.344744932
7/1/2016,04,205412,15.407601875
7/1/2017,04,207017,15.527990172
7/1/2018,04,209292,15.698634021
7/1/2019,04,212181,15.915332957
4/1/2010,04,134421,7.2204201789
4/1/2010,04,134426,7.2206887537
7/1/2010,04,134612,7.2306797384
7/1/2011,04,134275,7.212577793
7/1/2012,04,136146,7.3130785046
7/1/2013,04,136699,7.3427828839
7/1/2014,04,137566,7.3893537641
7/1/2015,04,138962,7.4643398643
7/1/2016,04,140407,7.541957998
7/1/2017,04,141001,7.5738646911
7/1/2018,04,142523,7.6556188776
7/1/2019,04,143476,7.7068092455
4/1/2010,04,211033,25.979372494
4/1/2010,04,211017,25.977402802
7/1/2010,04,210983,25.973217207
7/1/2011,04,211044,25.980726657
7/1/2012,04,211990,26.097184682
7/1/2013,04,214421,26.396454723
7/1/2014,04,217716,26.802088118
7/1/2015,04,220805,27.182361732
7/1/2016,04,224575,27.646470352
7/1/2017,04,228082,28.078202163
7/1/2018,04,231772,28.532462324
7/1/2019,04,235099,28.942035103
4/1/2010,04,8437,4.57999611
4/1/2010,04,8444,4.5837960357
7/1/2010,04,8339,4.5267971508
7/1/2011,04,8585,4.6603373954
7/1/2012,04,8764,4.7575069229
7/1/2013,04,8916,4.8400195943
7/1/2014,04,9349,5.0750721385
7/1/2015,04,9577,5.1988411457
7/1/2016,04,9643,5.2346690161
7/1/2017,04,9443,5.1260997116
7/1/2018,04,9448,5.1288139443
7/1/2019,04,9498,5.1559562704
4/1/2010,04,375770,70.027341358
4/1/2010,04,375764,70.026223217
7/1/2010,04,379094,70.646791774
7/1/2011,04,378041,70.450557933
7/1/2012,04,382251,71.235120583
7/1/2013,04,385398,71.821585823
7/1/2014,04,395322,73.670991938
7/1/2015,04,405614,75.5889774
7/1/2016,04,417193,77.746804224
7/1/2017,04,431564,80.42493958
7/1/2018,04,446806,83.265391817
7/1/2019,04,462789,86.243934534
4/1/2010,04,980263,106.68147303
4/1/2010,04,980263,106.68147303
7/1/2010,04,981620,106.82915458
7/1/2011,04,988381,107.56495042
7/1/2012,04,993052,108.07329273
7/1/2013,04,997127,108.5167727
7/1/2014,04,1004229,109.28967938
7/1/2015,04,1009103,109.82011407
7/1/2016,04,1016707,110.64765313
7/1/2017,04,1026391,111.70155742
7/1/2018,04,1036554,112.80759102
7/1/2019,04,1047279,113.97478676
4/1/2010,04,53597,11.264616286
4/1/2010,04,53592,11.263565423
7/1/2010,04,53561,11.257050076
7/1/2011,04,53440,11.231619201
7/1/2012,04,52994,11.13788226
7/1/2013,04,53005,11.140194157
7/1/2014,04,53044,11.148390885
7/1/2015,04,52978,11.134519499
7/1/2016,04,53356,11.21396471
7/1/2017,04,53578,11.260623008
7/1/2018,04,53801,11.307491479
7/1/2019,04,54018,11.353098915
4/1/2010,04,131346,21.151580436
4/1/2010,04,131359,21.153673919
7/1/2010,04,131822,21.228234102
7/1/2011,04,133097,21.433556419
7/1/2012,04,132017,21.259636338
7/1/2013,04,129578,20.866866824
7/1/2014,04,127314,20.502278803
7/1/2015,04,126454,20.363786887
7/1/2016,04,125686,20.240110386
7/1/2017,04,124864,20.10773788
7/1/2018,04,126411,20.356862292
7/1/2019,04,125922,20.278115144
4/1/2010,04,71518,6.3868193886
4/1/2010,04,71517,6.3867300849
7/1/2010,04,71829,6.4145928279
7/1/2011,04,72182,6.446117021
7/1/2012,04,72229,6.4503142932
7/1/2013,04,72322,6.4586195338
7/1/2014,04,71796,6.411645807
7/1/2015,04,71012,6.341631735
7/1/2016,04,71381,6.3745847867
7/1/2017,04,71545,6.3892305875
7/1/2018,04,71731,6.4058410689
7/1/2019,04,71887,6.4197724403
4/1/2010,04,195751,35.501760127
4/1/2010,04,195750,35.501578765
7/1/2010,04,197127,35.751314008
7/1/2011,04,202841,36.787615521
7/1/2012,04,202475,36.72123709
7/1/2013,04,202420,36.711262189
7/1/2014,04,204054,37.007607424
7/1/2015,04,205186,37.212909019
7/1/2016,04,207247,37.586695756
7/1/2017,04,209507,37.996573498
7/1/2018,04,211612,38.378340156
7/1/2019,04,213787,38.772802142
4/1/2010,04,107449,10.798836905
4/1/2010,04,107488,10.802756482
7/1/2010,04,107697,10.823761395
7/1/2011,04,107552,10.809188609
7/1/2012,04,107313,10.785168636
7/1/2013,04,107135,10.767279284
7/1/2014,04,107701,10.824163403
7/1/2015,04,107638,10.817831779
7/1/2016,04,108467,10.901147917
7/1/2017,04,109079,10.962655127
7/1/2018,04,110242,11.079538926
7/1/2019,04,110924,11.148081274
