date,population,density,fips
4/1/2010,21362,80.08707059,37079
4/1/2010,21353,80.053329198,37079
7/1/2010,21258,79.69717005,37079
7/1/2011,21514,80.656925226,37079
7/1/2012,21191,79.445984125,37079
7/1/2013,21011,78.771156267,37079
7/1/2014,21012,78.774905311,37079
7/1/2015,20950,78.542464604,37079
7/1/2016,21078,79.022342192,37079
7/1/2017,20963,78.591202171,37079
7/1/2018,21106,79.127315414,37079
7/1/2019,21069,78.988600799,37079
4/1/2010,15579,70.41338975,37121
4/1/2010,15581,70.422429277,37121
7/1/2010,15512,70.110565621,37121
7/1/2011,15356,69.405482573,37121
7/1/2012,15330,69.287968732,37121
7/1/2013,15282,69.071020102,37121
7/1/2014,15174,68.582885684,37121
7/1/2015,15071,68.117350082,37121
7/1/2016,14996,67.778367848,37121
7/1/2017,14992,67.760288795,37121
7/1/2018,14996,67.778367848,37121
7/1/2019,14964,67.633735428,37121
4/1/2010,14793,85.678470597,37041
4/1/2010,14793,85.678470597,37041
7/1/2010,14738,85.359920209,37041
7/1/2011,14807,85.75955615,37041
7/1/2012,14695,85.110871725,37041
7/1/2013,14668,84.954492443,37041
7/1/2014,14502,83.993049456,37041
7/1/2015,14248,82.521925848,37041
7/1/2016,14201,82.249710062,37041
7/1/2017,14029,81.253516123,37041
7/1/2018,14065,81.462021831,37041
7/1/2019,13943,80.755419153,37041
4/1/2010,11155,47.58594313,37005
4/1/2010,11152,47.573145476,37005
7/1/2010,11137,47.509157206,37005
7/1/2011,11016,46.992985165,37005
7/1/2012,10943,46.681575586,37005
7/1/2013,10903,46.510940201,37005
7/1/2014,10891,46.459749585,37005
7/1/2015,10856,46.310443623,37005
7/1/2016,10919,46.579194355,37005
7/1/2017,10988,46.873540395,37005
7/1/2018,11138,47.513423091,37005
7/1/2019,11137,47.509157206,37005
4/1/2010,83029,175.94946353,37027
4/1/2010,83058,176.01091838,37027
7/1/2010,83022,175.9346296,37027
7/1/2011,82451,174.72460487,37027
7/1/2012,82081,173.94052579,37027
7/1/2013,82048,173.87059442,37027
7/1/2014,81667,173.06320488,37027
7/1/2015,81518,172.74745412,37027
7/1/2016,81766,173.27299901,37027
7/1/2017,81933,173.62689416,37027
7/1/2018,82026,173.8239735,37027
7/1/2019,82178,174.14608166,37027
4/1/2010,154358,384.5751017,37035
4/1/2010,154717,385.46953193,37035
7/1/2010,154730,385.50192077,37035
7/1/2011,154459,384.82673806,37035
7/1/2012,154693,385.40973715,37035
7/1/2013,154965,386.08741131,37035
7/1/2014,155085,386.3863852,37035
7/1/2015,155527,387.48760571,37035
7/1/2016,156448,389.78223034,37035
7/1/2017,157852,393.28022489,37035
7/1/2018,158687,395.36058489,37035
7/1/2019,159551,397.51319692,37035
4/1/2010,98078,211.27709156,37045
4/1/2010,98032,211.17799955,37045
7/1/2010,97917,210.93026952,37045
