date,population,density,fips
7/1/2010,11692,3.0904167421,30017
7/1/2011,11758,3.1078617904,30017
7/1/2012,11798,3.1184345469,30017
7/1/2013,11873,3.1382584655,30017
7/1/2014,12008,3.1739415189,30017
7/1/2015,12083,3.1937654374,30017
7/1/2016,11843,3.1303288981,30017
7/1/2017,11726,3.0994035851,30017
7/1/2018,11592,3.0639848507,30017
7/1/2019,11402,3.013764257,30017
7/1/2010,1739,0.5272578803,30075
7/1/2011,1739,0.5272578803,30075
7/1/2012,1753,0.5315026246,30075
7/1/2013,1753,0.5315026246,30075
7/1/2014,1777,0.5387793291,30075
7/1/2015,1768,0.5360505649,30075
7/1/2016,1746,0.5293802524,30075
7/1/2017,1750,0.5305930365,30075
7/1/2018,1720,0.5214971559,30075
7/1/2019,1682,0.5099757071,30075
7/1/2010,10443,4.435143904,30085
7/1/2011,10497,4.4580777134,30085
7/1/2012,10856,4.6105450754,30085
7/1/2013,11089,4.7095002156,30085
7/1/2014,11285,4.7927414495,30085
7/1/2015,11417,4.8488018723,30085
7/1/2016,11225,4.7672594391,30085
7/1/2017,11160,4.7396539279,30085
7/1/2018,11069,4.7010062122,30085
7/1/2019,11004,4.673400701,30085
7/1/2010,2349,1.6426767061,30051
7/1/2011,2379,1.6636559744,30051
7/1/2012,2393,1.6734462996,30051
7/1/2013,2362,1.6517677223,30051
7/1/2014,2348,1.6419773971,30051
7/1/2015,2391,1.6720476817,30051
7/1/2016,2409,1.6846352426,30051
7/1/2017,2407,1.6832366247,30051
7/1/2018,2416,1.6895304052,30051
7/1/2019,2337,1.6342849988,30051
7/1/2010,9759,4.6815729343,30083
7/1/2011,10144,4.8662645604,30083
7/1/2012,10780,5.1713655325,30083
7/1/2013,11154,5.350780255,30083
7/1/2014,11531,5.5316341331,30083
7/1/2015,11902,5.7096097001,30083
7/1/2016,11408,5.4726287564,30083
7/1/2017,11027,5.2898560043,30083
7/1/2018,10855,5.2073444207,30083
7/1/2019,10803,5.1823990582,30083
7/1/2010,5343,2.790054818,30101
7/1/2011,5154,2.6913611327,30101
7/1/2012,5217,2.7242590278,30101
7/1/2013,5121,2.6741289019,30101
7/1/2014,5117,2.6720401467,30101
7/1/2015,5077,2.6511525942,30101
7/1/2016,4951,2.585356804,30101
7/1/2017,4860,2.5378376222,30101
7/1/2018,4835,2.5247829019,30101
7/1/2019,4736,2.4730862096,30101
7/1/2010,1749,1.226493606,30019
7/1/2011,1760,1.2342074022,30019
7/1/2012,1774,1.2440249611,30019
7/1/2013,1777,1.2461287237,30019
7/1/2014,1797,1.2601538078,30019
7/1/2015,1750,1.2271948602,30019
7/1/2016,1731,1.2138710303,30019
7/1/2017,1722,1.2075597424,30019
7/1/2018,1729,1.2124685218,30019
7/1/2019,1690,1.1851196078,30019
7/1/2010,2073,1.10874178,30045
7/1/2011,2009,1.0745114501,30045
7/1/2012,2004,1.0718372055,30045
7/1/2013,2000,1.0696978099,30045
7/1/2014,1984,1.0611402274,30045
7/1/2015,1931,1.0327932355,30045
7/1/2016,1940,1.0376068756,30045
7/1/2017,1945,1.0402811201,30045
7/1/2018,1946,1.040815969,30045
7/1/2019,2007,1.0734417522,30045
7/1/2010,9291,12.611942896,30023
7/1/2011,9280,12.597011094,30023
7/1/2012,9215,12.508777719,30023
7/1/2013,9257,12.565790054,30023
7/1/2014,9115,12.373034065,30023
7/1/2015,9102,12.35538739,30023
7/1/2016,9057,12.294302746,30023
7/1/2017,9100,12.352672517,30023
7/1/2018,9129,12.392038177,30023
7/1/2019,9140,12.406969979,30023
7/1/2010,1745,0.660428145,30055
7/1/2011,1709,0.6468032664,30055
7/1/2012,1701,0.6437755156,30055
7/1/2013,1715,0.6490740795,30055
7/1/2014,1715,0.6490740795,30055
7/1/2015,1700,0.6433970467,30055
7/1/2016,1732,0.65550805,30055
7/1/2017,1698,0.642640109,30055
7/1/2018,1669,0.6316645124,30055
7/1/2019,1664,0.6297721681,30055
7/1/2010,9242,1.845397452,30087
7/1/2011,9324,1.8617708118,30087
7/1/2012,9346,1.8661636644,30087
7/1/2013,9298,1.8565792587,30087
7/1/2014,9321,1.8611717865,30087
7/1/2015,9347,1.8663633396,30087
7/1/2016,9232,1.8434007009,30087
7/1/2017,9205,1.8380094726,30087
7/1/2018,9040,1.805063078,30087
7/1/2019,8937,1.7844965407,30087
7/1/2010,8950,3.7733180616,30021
7/1/2011,9026,3.8053596451,30021
7/1/2012,9231,3.8917876007,30021
7/1/2013,9381,3.9550275682,30021
7/1/2014,9505,4.0073059414,30021
7/1/2015,9577,4.0376611258,30021
7/1/2016,9263,3.9052787938,30021
7/1/2017,8952,3.7741612612,30021
7/1/2018,8680,3.6594861201,30021
7/1/2019,8613,3.6312389346,30021
7/1/2010,5633,4.7242478095,30007
7/1/2011,5726,4.8022444447,30007
7/1/2012,5759,4.8299206701,30007
7/1/2013,5676,4.7603107699,30007
7/1/2014,5653,4.7410212794,30007
7/1/2015,5714,4.7921803627,30007
7/1/2016,5785,4.851726181,30007
7/1/2017,5917,4.9624310827,30007
7/1/2018,6072,5.0924254747,30007
7/1/2019,6237,5.2308066018,30007
7/1/2010,4252,0.827160376,30071
7/1/2011,4186,0.8143211039,30071
7/1/2012,4121,0.8016763663,30071
7/1/2013,4159,0.8090686744,30071
7/1/2014,4170,0.8112085531,30071
7/1/2015,4146,0.8065397269,30071
7/1/2016,4113,0.8001200909,30071
7/1/2017,4113,0.8001200909,30071
7/1/2018,4060,0.7898097663,30071
7/1/2019,3954,0.7691891173,30071
7/1/2010,16153,5.5715943891,30041
7/1/2011,16394,5.6547216254,30041
7/1/2012,16396,5.655411478,30041
7/1/2013,16535,5.7033562325,30041
7/1/2014,16502,5.6919736649,30041
7/1/2015,16438,5.6698983822,30041
7/1/2016,16448,5.6733476451,30041
7/1/2017,16469,5.6805910973,30041
7/1/2018,16342,5.6367854582,30041
7/1/2019,16484,5.6857649916,30041
7/1/2010,5810,1.46254122,30015
7/1/2011,5812,1.4630446765,30015
7/1/2012,5932,1.4932520683,30015
7/1/2013,5853,1.4733655354,30015
7/1/2014,5899,1.4849450356,30015
7/1/2015,5774,1.4534790024,30015
7/1/2016,5780,1.454989372,30015
7/1/2017,5732,1.4429064153,30015
7/1/2018,5740,1.4449202414,30015
7/1/2019,5635,1.4184887736,30015
7/1/2010,19694,5.4515729246,30053
7/1/2011,19625,5.4324727656,30053
7/1/2012,19485,5.3937188198,30053
7/1/2013,19424,5.3768331719,30053
7/1/2014,19186,5.310951464,30053
7/1/2015,19060,5.2760729127,30053
7/1/2016,19294,5.3408473651,30053
7/1/2017,19556,5.4133726066,30053
7/1/2018,19797,5.4800847562,30053
7/1/2019,19980,5.5307416997,30053
7/1/2010,15596,5.5650897755,30067
7/1/2011,15509,5.5340457378,30067
7/1/2012,15591,5.5633056354,30067
7/1/2013,15698,5.6014862333,30067
7/1/2014,15919,5.6803452254,30067
7/1/2015,16003,5.710318779,30067
7/1/2016,16115,5.750283517,30067
7/1/2017,16386,5.84698391,30067
7/1/2018,16648,5.9404728508,30067
7/1/2019,16606,5.9254860741,30067
7/1/2010,718,0.7343009702,30103
7/1/2011,713,0.7291874537,30103
7/1/2012,722,0.7383917834,30103
7/1/2013,693,0.7087333877,30103
7/1/2014,689,0.7046425745,30103
7/1/2015,684,0.699529058,30103
7/1/2016,680,0.6954382447,30103
7/1/2017,673,0.6882793216,30103
7/1/2018,673,0.6882793216,30103
7/1/2019,696,0.7118014976,30103
7/1/2010,6503,1.5383987729,30005
7/1/2011,6575,1.5554316364,30005
7/1/2012,6680,1.5802712291,30005
7/1/2013,6637,1.5700988245,30005
7/1/2014,6710,1.5873682556,30005
7/1/2015,6680,1.5802712291,30005
7/1/2016,6716,1.5887876609,30005
7/1/2017,6745,1.5956481198,30005
7/1/2018,6774,1.6025085787,30005
7/1/2019,6681,1.5805077967,30005
7/1/2010,3619,1.9504126056,30097
7/1/2011,3585,1.9320887514,30097
7/1/2012,3581,1.9299330038,30097
7/1/2013,3658,1.9714311444,30097
7/1/2014,3639,1.9611913435,30097
7/1/2015,3620,1.9509515425,30097
7/1/2016,3616,1.948795795,30097
7/1/2017,3676,1.9811320084,30097
7/1/2018,3703,1.9956833044,30097
7/1/2019,3737,2.0140071587,30097
7/1/2010,6074,2.6738823662,30099
7/1/2011,6060,2.6677193183,30099
7/1/2012,6057,2.6663986652,30099
7/1/2013,6051,2.6637573589,30099
7/1/2014,6031,2.6549530047,30099
7/1/2015,6062,2.6685997537,30099
7/1/2016,6011,2.6461486506,30099
7/1/2017,6091,2.6813660673,30099
7/1/2018,6117,2.6928117277,30099
7/1/2019,6147,2.706018259,30099
7/1/2010,1183,0.6812151031,30079
7/1/2011,1141,0.6570299515,30079
7/1/2012,1141,0.6570299515,30079
7/1/2013,1163,0.6696983642,30079
7/1/2014,1125,0.6478165604,30079
7/1/2015,1140,0.6564541146,30079
7/1/2016,1159,0.6673950165,30079
7/1/2017,1099,0.6328447999,30079
7/1/2018,1070,0.6161455286,30079
7/1/2019,1077,0.6201763872,30079
7/1/2010,13421,4.4812156023,30035
7/1/2011,13577,4.5333033479,30035
7/1/2012,13667,4.5633539704,30035
7/1/2013,13789,4.6040892586,30035
7/1/2014,13704,4.5757081152,30035
7/1/2015,13636,4.5530032004,30035
7/1/2016,13711,4.5780453858,30035
7/1/2017,13732,4.5850571977,30035
7/1/2018,13828,4.617111195,30035
7/1/2019,13753,4.5920690096,30035
7/1/2010,2889,1.7826790975,30025
7/1/2011,2930,1.8079784547,30025
7/1/2012,3026,1.8672159741,30025
7/1/2013,3047,1.8801741814,30025
7/1/2014,3110,1.9190488035,30025
7/1/2015,3171,1.9566893106,30025
7/1/2016,3086,1.9042394237,30025
7/1/2017,3004,1.8536407092,30025
7/1/2018,2912,1.7968714199,30025
7/1/2019,2846,1.7561456253,30025
7/1/2010,879,0.7484528656,30037
7/1/2011,830,0.7067302371,30037
7/1/2012,827,0.7041757905,30037
7/1/2013,846,0.7203539526,30037
7/1/2014,841,0.7160965415,30037
7/1/2015,818,0.6965124506,30037
7/1/2016,810,0.6897005929,30037
7/1/2017,817,0.6956609684,30037
7/1/2018,822,0.6999183794,30037
7/1/2019,821,0.6990668972,30037
7/1/2010,34230,47.675199901,30093
7/1/2011,34405,47.918938142,30093
7/1/2012,34474,48.015040648,30093
7/1/2013,34574,48.154319643,30093
7/1/2014,34752,48.402236254,30093
7/1/2015,34691,48.317276067,30093
7/1/2016,34696,48.324240016,30093
7/1/2017,34811,48.48441086,30093
7/1/2018,34739,48.384129984,30093
7/1/2019,34915,48.629261015,30093
7/1/2010,9114,5.072502831,30095
7/1/2011,9156,5.0958784201,30095
7/1/2012,9166,5.1014440366,30095
7/1/2013,9255,5.150978023,30095
7/1/2014,9235,5.1398467901,30095
7/1/2015,9425,5.2455935026,30095
7/1/2016,9360,5.2094169957,30095
7/1/2017,9419,5.2422541327,30095
7/1/2018,9483,5.277874078,30095
7/1/2019,9642,5.3663673795,30095
7/1/2010,11407,6.8846976576,30043
7/1/2011,11375,6.8653840498,30043
7/1/2012,11318,6.8309816857,30043
7/1/2013,11455,6.9136680694,30043
7/1/2014,11502,6.942034931,30043
7/1/2015,11572,6.9842834482,30043
7/1/2016,11779,7.1092183492,30043
7/1/2017,11921,7.1949224841,30043
7/1/2018,12094,7.2993366767,30043
7/1/2019,12221,7.375987558,30043
7/1/2010,3075,1.7803772457,30039
7/1/2011,3079,1.7826931836,30039
7/1/2012,3042,1.7612707582,30039
7/1/2013,3069,1.7769033389,30039
7/1/2014,3146,1.8214851431,30039
7/1/2015,3163,1.8313278791,30039
7/1/2016,3286,1.9025429689,30039
7/1/2017,3356,1.9430718818,30039
7/1/2018,3371,1.9517566489,30039
7/1/2019,3379,1.9563885246,30039
7/1/2010,2156,1.5156618511,30107
7/1/2011,2132,1.4987899196,30107
7/1/2012,2091,1.4699670365,30107
7/1/2013,2123,1.4924629452,30107
7/1/2014,2090,1.4692640394,30107
7/1/2015,2111,1.4840269795,30107
7/1/2016,2130,1.4973839253,30107
7/1/2017,2161,1.5191768369,30107
7/1/2018,2184,1.5353457713,30107
7/1/2019,2126,1.4945719367,30107
7/1/2010,7696,2.1448334875,30057
7/1/2011,7644,2.1303413694,30057
7/1/2012,7663,2.1356365664,30057
7/1/2013,7674,2.1387022068,30057
7/1/2014,7828,2.1816211721,30057
7/1/2015,8026,2.2368026989,30057
7/1/2016,8062,2.2468357038,30057
7/1/2017,8291,2.3106567626,30057
7/1/2018,8530,2.3772647672,30057
7/1/2019,8600,2.3967733878,30057
7/1/2010,3368,2.0097764787,30091
7/1/2011,3418,2.0396128279,30091
7/1/2012,3550,2.1183807896,30091
7/1/2013,3626,2.1637320404,30091
7/1/2014,3661,2.1846174848,30091
7/1/2015,3673,2.1917782086,30091
7/1/2016,3608,2.1529909547,30091
7/1/2017,3471,2.071239358,30091
7/1/2018,3386,2.0205175644,30091
7/1/2019,3309,1.9745695867,30091
7/1/2010,1159,0.3469564018,30011
7/1/2011,1136,0.3400711583,30011
7/1/2012,1157,0.346357685,30011
7/1/2013,1152,0.3448608929,30011
7/1/2014,1150,0.3442621761,30011
7/1/2015,1147,0.3433641008,30011
7/1/2016,1175,0.3517461364,30011
7/1/2017,1223,0.3661153403,30011
7/1/2018,1230,0.3682108492,30011
7/1/2019,1252,0.3747967343,30011
7/1/2010,12911,2.5833290447,30003
7/1/2011,13056,2.6123417247,30003
7/1/2012,12995,2.6001363904,30003
7/1/2013,13117,2.624547059,30003
7/1/2014,13343,2.6697668224,30003
7/1/2015,13312,2.6635641115,30003
7/1/2016,13458,2.6927768789,30003
7/1/2017,13483,2.6977790651,30003
7/1/2018,13365,2.6741687462,30003
7/1/2019,13319,2.6649647236,30003
7/1/2010,28789,19.315425925,30047
7/1/2011,28977,19.44156091,30047
7/1/2012,29012,19.465043487,30047
7/1/2013,29121,19.538174941,30047
7/1/2014,29215,19.601242433,30047
7/1/2015,29457,19.763607679,30047
7/1/2016,29709,19.932682233,30047
7/1/2017,30221,20.276198787,30047
7/1/2018,30220,20.275527857,30047
7/1/2019,30458,20.43520938,30047
7/1/2010,63577,18.383458633,30049
7/1/2011,64272,18.584419731,30049
7/1/2012,64736,18.718586565,30049
7/1/2013,65234,18.862584589,30049
7/1/2014,65703,18.998197187,30049
7/1/2015,66225,19.149134875,30049
7/1/2016,66894,19.342578004,30049
7/1/2017,67850,19.619007947,30049
7/1/2018,68622,19.8422338,30049
7/1/2019,69432,20.076447454,30049
7/1/2010,6160,3.791780181,30073
7/1/2011,6193,3.8120932891,30073
7/1/2012,6150,3.7856246937,30073
7/1/2013,6216,3.82625091,30073
7/1/2014,6138,3.778238109,30073
7/1/2015,6095,3.7517695135,30073
7/1/2016,6035,3.7148365897,30073
7/1/2017,5968,3.6735948247,30073
7/1/2018,5960,3.6686704349,30073
7/1/2019,5911,3.6385085471,30073
7/1/2010,148394,56.349155804,30111
7/1/2011,149772,56.872419121,30111
7/1/2012,151635,57.579849862,30111
7/1/2013,153775,58.392464882,30111
7/1/2014,155279,58.963573757,30111
7/1/2015,156529,59.438232064,30111
7/1/2016,157914,59.964153467,30111
7/1/2017,159266,60.477543892,30111
7/1/2018,160029,60.767275322,30111
7/1/2019,161300,61.249907888,30111
7/1/2010,109467,42.216204075,30063
7/1/2011,110245,42.516241591,30063
7/1/2012,111042,42.823606502,30063
7/1/2013,111900,43.154496205,30063
7/1/2014,112801,43.501968958,30063
7/1/2015,114122,44.011415691,30063
7/1/2016,116349,44.87026344,30063
7/1/2017,117834,45.442957156,30063
7/1/2018,118640,45.753792938,30063
7/1/2019,119600,46.124019179,30063
7/1/2010,40324,16.864925061,30081
7/1/2011,40380,16.888346244,30081
7/1/2012,40576,16.970320387,30081
7/1/2013,40668,17.008798045,30081
7/1/2014,40745,17.041002172,30081
7/1/2015,41148,17.209551047,30081
7/1/2016,41918,17.53159232,30081
7/1/2017,42524,17.785042984,30081
7/1/2018,43166,18.053550123,30081
7/1/2019,43806,18.321220792,30081
7/1/2010,7378,1.4977365759,30105
7/1/2011,7461,1.5145856049,30105
7/1/2012,7499,1.5222996182,30105
7/1/2013,7628,1.5484866632,30105
7/1/2014,7627,1.5482836629,30105
7/1/2015,7621,1.5470656608,30105
7/1/2016,7532,1.5289986297,30105
7/1/2017,7402,1.5026085843,30105
7/1/2018,7406,1.5034205857,30105
7/1/2019,7396,1.5013905822,30105
7/1/2010,81507,30.208209759,30013
7/1/2011,81714,30.284928316,30013
7/1/2012,81622,30.250831179,30013
7/1/2013,82194,30.462826419,30013
7/1/2014,82056,30.411680714,30013
7/1/2015,81878,30.345710167,30013
7/1/2016,81562,30.228593916,30013
7/1/2017,81633,30.254908011,30013
7/1/2018,81688,30.275292168,30013
7/1/2019,81366,30.155952191,30013
7/1/2010,11585,2.6697673727,30027
7/1/2011,11461,2.6411915286,30027
7/1/2012,11391,2.6250600037,30027
7/1/2013,11464,2.6418828797,30027
7/1/2014,11329,2.6107720816,30027
7/1/2015,11307,2.6057021738,30027
7/1/2016,11349,2.6153810887,30027
7/1/2017,11281,2.5997104645,30027
7/1/2018,11117,2.5619166062,30027
7/1/2019,11050,2.5464764323,30027
7/1/2010,1192,0.2548882299,30033
7/1/2011,1254,0.2681458392,30033
7/1/2012,1244,0.2660075151,30033
7/1/2013,1254,0.2681458392,30033
7/1/2014,1275,0.2726363198,30033
7/1/2015,1284,0.2745608114,30033
7/1/2016,1299,0.2777682976,30033
