date,fips,population,density
4/1/2010,35,25095,8.4632339049
4/1/2010,35,25095,8.4632339049
7/1/2010,35,25081,8.4585124355
7/1/2011,35,25106,8.4669436309
7/1/2012,35,24921,8.4045527852
7/1/2013,35,24592,8.2935982542
7/1/2014,35,24428,8.2382896126
7/1/2015,35,24367,8.2177174959
7/1/2016,35,24362,8.2160312569
7/1/2017,35,24100,8.1276723295
7/1/2018,35,23877,8.0524660668
7/1/2019,35,23709,7.995808434
4/1/2010,35,32937,14.955233057
4/1/2010,35,32933,14.953416834
7/1/2010,35,32895,14.936162717
7/1/2011,35,32890,14.933892438
7/1/2012,35,32759,14.87441114
7/1/2013,35,32957,14.964314171
7/1/2014,35,32963,14.967038505
7/1/2015,35,32797,14.891665257
7/1/2016,35,32922,14.948422221
7/1/2017,35,32790,14.888486867
7/1/2018,35,32699,14.847167797
7/1/2019,35,32723,14.858065134
4/1/2010,35,13750,3.6588854329
4/1/2010,35,13751,3.6591515337
7/1/2010,35,13725,3.652232914
7/1/2011,35,13618,3.6237601328
7/1/2012,35,13246,3.5247706505
7/1/2013,35,13068,3.4774047155
7/1/2014,35,12703,3.3802779385
7/1/2015,35,12429,3.3073663306
7/1/2016,35,12250,3.2597342948
7/1/2017,35,12151,3.2333903197
7/1/2018,35,12071,3.212102259
7/1/2019,35,11941,3.1775091604
4/1/2010,35,695,0.3269852349
4/1/2010,35,695,0.3269852349
7/1/2010,35,690,0.3246328232
7/1/2011,35,713,0.3354539173
7/1/2012,35,700,0.3293376467
7/1/2013,35,691,0.3251033055
7/1/2014,35,693,0.3260442702
7/1/2015,35,719,0.3382768114
7/1/2016,35,687,0.3232213761
7/1/2017,35,684,0.321809929
7/1/2018,35,650,0.3058135291
7/1/2019,35,625,0.2940514703
4/1/2010,35,9041,3.1458392609
4/1/2010,35,9040,3.1454913083
7/1/2010,35,9064,3.1538421702
7/1/2011,35,9045,3.1472310712
7/1/2012,35,8808,3.0647663102
7/1/2013,35,8675,3.0184886172
7/1/2014,35,8465,2.9454185758
7/1/2015,35,8445,2.9384595242
7/1/2016,35,8390,2.9193221324
7/1/2017,35,8299,2.8876584478
7/1/2018,35,8242,2.8678251508
7/1/2019,35,8253,2.8716526292
4/1/2010,35,20497,4.2427058152
4/1/2010,35,20493,4.241877849
7/1/2010,35,20450,4.2329772123
7/1/2011,35,20406,4.2238695841
7/1/2012,35,20194,4.1799873754
7/1/2013,35,19976,4.1348632173
7/1/2014,35,19597,4.0564134196
7/1/2015,35,19352,4.0057004896
7/1/2016,35,19397,4.0150151094
7/1/2017,35,19468,4.0297115095
7/1/2018,35,19518,4.0400610871
7/1/2019,35,19572,4.0512386308
4/1/2010,35,64727,14.739255677
4/1/2010,35,64726,14.739027962
7/1/2010,35,64598,14.709880547
7/1/2011,35,65126,14.830113634
7/1/2012,35,66362,15.11156836
7/1/2013,35,68613,15.624152977
7/1/2014,35,70165,15.977565383
7/1/2015,35,71476,16.276098672
7/1/2016,35,70249,15.996693374
7/1/2017,35,69046,15.722753216
7/1/2018,35,69543,15.835927164
7/1/2019,35,71070,16.183646715
4/1/2010,35,144170,75.466739274
4/1/2010,35,144232,75.499193583
7/1/2010,35,144522,75.650996
7/1/2011,35,145847,76.344576006
7/1/2012,35,146722,76.802600539
7/1/2013,35,147465,77.191528799
7/1/2014,35,147782,77.357464544
7/1/2015,35,148098,77.522876833
7/1/2016,35,148758,77.868358194
7/1/2017,35,149491,78.252051888
7/1/2018,35,149761,78.393385173
7/1/2019,35,150358,78.705888768
4/1/2010,35,4549,1.189261574
4/1/2010,35,4553,1.1903073085
7/1/2010,35,4541,1.187170105
7/1/2011,35,4410,1.1529222997
7/1/2012,35,4400,1.1503079634
7/1/2013,35,4347,1.1364519812
7/1/2014,35,4246,1.1100471847
7/1/2015,35,4163,1.0883481936
7/1/2016,35,4154,1.0859952909
7/1/2017,35,4180,1.0927925653
7/1/2018,35,4108,1.0739693441
7/1/2019,35,4059,1.0611590963
4/1/2010,35,11988,2.8671219155
4/1/2010,35,11996,2.8690352434
7/1/2010,35,12041,2.8797977131
7/1/2011,35,12023,2.8754927252
7/1/2012,35,11854,2.8350736725
7/1/2013,35,11524,2.7561488951
7/1/2014,35,11264,2.6939657371
7/1/2015,35,11236,2.6872690893
7/1/2016,35,11117,2.6588083362
