date,fips,population,density
4/1/2010,28,11545,16.607725563
4/1/2010,28,11546,16.609164084
7/1/2010,28,11482,16.517098737
7/1/2011,28,11295,16.2480953
7/1/2012,28,11153,16.04382531
7/1/2013,28,11055,15.902850247
7/1/2014,28,11067,15.9201125
7/1/2015,28,10942,15.740297368
7/1/2016,28,10879,15.649670542
7/1/2017,28,10711,15.407999005
7/1/2018,28,10550,15.176397115
7/1/2019,28,10417,14.985073815
4/1/2010,28,28886,71.365136958
4/1/2010,28,28872,71.330548856
7/1/2010,28,28987,71.614665409
7/1/2011,28,28742,71.009373622
7/1/2012,28,28526,70.475728618
7/1/2013,28,28347,70.033495027
7/1/2014,28,28248,69.788907734
7/1/2015,28,28465,70.325023316
7/1/2016,28,28306,69.9322013
7/1/2017,28,28581,70.611610448
7/1/2018,28,28347,70.033495027
7/1/2019,28,28321,69.96925998
4/1/2010,28,34707,50.654206088
4/1/2010,28,34698,50.641070759
7/1/2010,28,34640,50.556420863
7/1/2011,28,34475,50.315606502
7/1/2012,28,34425,50.242632454
7/1/2013,28,34395,50.198848025
7/1/2014,28,34450,50.279119478
7/1/2015,28,34202,49.917168197
7/1/2016,28,34241,49.974087955
7/1/2017,28,34158,49.852951034
7/1/2018,28,34156,49.850032072
7/1/2019,28,34192,49.902573387
4/1/2010,28,12678,27.138994851
4/1/2010,28,12678,27.138994851
7/1/2010,28,12626,27.027681732
7/1/2011,28,12518,26.796492944
7/1/2012,28,12390,26.522491419
7/1/2013,28,12377,26.494663139
7/1/2014,28,12306,26.342677918
7/1/2015,28,12458,26.668054729
7/1/2016,28,12461,26.67447664
7/1/2017,28,12449,26.648788997
7/1/2018,28,12361,26.460412948
7/1/2019,28,12108,25.918831808
4/1/2010,28,29449,37.887005132
4/1/2010,28,29448,37.885718602
7/1/2010,28,29434,37.86770719
7/1/2011,28,29278,37.6670086
7/1/2012,28,29047,37.369820302
7/1/2013,28,28941,37.233448182
7/1/2014,28,28977,37.279763242
7/1/2015,28,28865,37.135671946
7/1/2016,28,28647,36.85520853
7/1/2017,28,28528,36.702111528
7/1/2018,28,28400,36.537435762
7/1/2019,28,28065,36.106448403
4/1/2010,28,245285,281.99187396
4/1/2010,28,245364,282.08269631
7/1/2010,28,245720,282.49197167
7/1/2011,28,248205,285.34885165
7/1/2012,28,247997,285.10972447
7/1/2013,28,246250,283.10128611
7/1/2014,28,245291,281.99877186
7/1/2015,28,244216,280.76289823
7/1/2016,28,242176,278.41761245
7/1/2017,28,239929,275.83434914
7/1/2018,28,235824,271.11503633
7/1/2019,28,231840,266.53483115
4/1/2010,28,27134,65.287595292
4/1/2010,28,27143,65.30925035
7/1/2010,28,27151,65.328499291
7/1/2011,28,27315,65.72310258
7/1/2012,28,27349,65.804910578
7/1/2013,28,27771,66.820292211
7/1/2014,28,28157,67.749053609
7/1/2015,28,28311,68.119595722
7/1/2016,28,28308,68.112377369
7/1/2017,28,28486,68.540666304
7/1/2018,28,28615,68.851055476
7/1/2019,28,28815,69.332278998
4/1/2010,28,22232,48.560310715
4/1/2010,28,22232,48.560310715
7/1/2010,28,22184,48.455466575
7/1/2011,28,22038,48.13656565
7/1/2012,28,21911,47.859165531
7/1/2013,28,21999,48.051379787
7/1/2014,28,21972,47.992404958
7/1/2015,28,22018,48.092880592
7/1/2016,28,22063,48.191171973
7/1/2017,28,21953,47.950904153
7/1/2018,28,22039,48.138749903
7/1/2019,28,22015,48.086327833
4/1/2010,28,74934,160.78812431
4/1/2010,28,74862,160.63363175
7/1/2010,28,74941,160.80314441
7/1/2011,28,75790,162.6248691
7/1/2012,28,76412,163.9595131
7/1/2013,28,76584,164.32857864
7/1/2014,28,75822,162.69353246
7/1/2015,28,75593,162.20216031
7/1/2016,28,75564,162.13993414
7/1/2017,28,75155,161.26233061
7/1/2018,28,74912,160.74091825
7/1/2019,28,74897,160.7087323
4/1/2010,28,47351,74.958730234
4/1/2010,28,47361,74.974560677
7/1/2010,28,47568,75.302250845
7/1/2011,28,48403,76.624092828
7/1/2012,28,50221,79.50206735
7/1/2013,28,51565,81.629678877
7/1/2014,28,52032,82.368960561
7/1/2015,28,52736,83.483423742
7/1/2016,28,53476,84.654876518
7/1/2017,28,54178,85.76617361
7/1/2018,28,53542,84.759357441
7/1/2019,28,54019,85.514469568
4/1/2010,28,59779,118.27039737
4/1/2010,28,59779,118.27039737
7/1/2010,28,59796,118.3040312
7/1/2011,28,59615,117.94592983
7/1/2012,28,59604,117.92416676
7/1/2013,28,59803,118.31788042
7/1/2014,28,59804,118.31985888
7/1/2015,28,59697,118.1081636
7/1/2016,28,59549,117.81535143
7/1/2017,28,59147,117.02001026
7/1/2018,28,58760,116.254346
7/1/2019,28,58595,115.9279
4/1/2010,28,9878,14.567038083
4/1/2010,28,9878,14.567038083
7/1/2010,28,9863,14.544917657
7/1/2011,28,9583,14.132003032
7/1/2012,28,9458,13.947666146
7/1/2013,28,9340,13.773652126
7/1/2014,28,9187,13.548023777
7/1/2015,28,9089,13.403503658
7/1/2016,28,9020,13.301749697
7/1/2017,28,8855,13.058425008
7/1/2018,28,8781,12.949297571
7/1/2019,28,8630,12.726618613
4/1/2010,28,12487,30.571941746
4/1/2010,28,12471,30.532768921
7/1/2010,28,12462,30.510734207
7/1/2011,28,12161,29.773795433
7/1/2012,28,12067,29.543655085
7/1/2013,28,11944,29.242513992
7/1/2014,28,11815,28.926683089
7/1/2015,28,11632,28.478643901
7/1/2016,28,11436,27.998776793
7/1/2017,28,11284,27.626634954
7/1/2018,28,11215,27.457702145
7/1/2019,28,11128,27.244699908
4/1/2010,28,28264,46.392879502
4/1/2010,28,28260,46.386313853
7/1/2010,28,28335,46.509419781
7/1/2011,28,28377,46.578359101
7/1/2012,28,28355,46.542248029
7/1/2013,28,28328,46.497929895
7/1/2014,28,28543,46.850833556
7/1/2015,28,28432,46.668636782
7/1/2016,28,28351,46.535682379
7/1/2017,28,28436,46.675202432
7/1/2018,28,28319,46.483157183
7/1/2019,28,28124,46.163081769
4/1/2010,28,28065,30.428067729
4/1/2010,28,28065,30.428067729
7/1/2010,28,28134,30.502877516
7/1/2011,28,28277,30.657918089
7/1/2012,28,28330,30.715380679
7/1/2013,28,27995,30.352173742
7/1/2014,28,27800,30.140754779
7/1/2015,28,27411,29.719001052
7/1/2016,28,27972,30.327237147
7/1/2017,28,28659,31.072082418
7/1/2018,28,29093,31.542625136
7/1/2019,28,29690,32.189892424
4/1/2010,28,34145,38.948919471
4/1/2010,28,34153,38.958045005
7/1/2010,28,34106,38.904432494
7/1/2011,28,33807,38.563365663
7/1/2012,28,33997,38.780097094
7/1/2013,28,33979,38.759564643
7/1/2014,28,33818,38.575913272
7/1/2015,28,33230,37.905186529
7/1/2016,28,32549,37.128375454
7/1/2017,28,31718,36.180460618
7/1/2018,28,31115,35.492623498
7/1/2019,28,30628,34.937106621
4/1/2010,28,40404,98.783051179
4/1/2010,28,40401,98.77571653
7/1/2010,28,40441,98.873511849
7/1/2011,28,40433,98.853952785
7/1/2012,28,40089,98.012913046
7/1/2013,28,39939,97.646180602
7/1/2014,28,39948,97.668184549
7/1/2015,28,39890,97.526381337
7/1/2016,28,39592,96.797806214
7/1/2017,28,39510,96.597325811
7/1/2018,28,39380,96.279491026
7/1/2019,28,39288,96.054561794
4/1/2010,28,17786,39.92504914
4/1/2010,28,17790,39.934028123
7/1/2010,28,17907,40.196663384
7/1/2011,28,17901,40.183194909
7/1/2012,28,18051,40.519906782
7/1/2013,28,17960,40.315634912
7/1/2014,28,18089,40.605207123
7/1/2015,28,18271,41.013750862
7/1/2016,28,18183,40.81621323
7/1/2017,28,18593,41.736559016
7/1/2018,28,17997,40.398690507
7/1/2019,28,18336,41.15965934
4/1/2010,28,10456,13.646881432
4/1/2010,28,10438,13.623388331
7/1/2010,28,10449,13.637745226
7/1/2011,28,10289,13.42891766
7/1/2012,28,10389,13.559434889
7/1/2013,28,10294,13.435443521
7/1/2014,28,10222,13.341471117
7/1/2015,28,10111,13.196596993
7/1/2016,28,10035,13.097403899
7/1/2017,28,10093,13.173103892
7/1/2018,28,9733,12.703241868
7/1/2019,28,9742,12.714988419
4/1/2010,28,29450,42.206559796
4/1/2010,28,29383,42.110538081
7/1/2010,28,28981,41.534407791
7/1/2011,28,28521,40.875154226
7/1/2012,28,28407,40.711773994
7/1/2013,28,27906,39.993760872
7/1/2014,28,27405,39.275747749
7/1/2015,28,26877,38.519039309
7/1/2016,28,26493,37.968705897
7/1/2017,28,26142,37.465666764
7/1/2018,28,26211,37.564554798
7/1/2019,28,25110,35.986645721
4/1/2010,28,32297,69.85498007
4/1/2010,28,32300,69.861468751
7/1/2010,28,32574,70.454101644
7/1/2011,28,32435,70.15345941
7/1/2012,28,32191,69.625713331
7/1/2013,28,32111,69.452681829
7/1/2014,28,32072,69.368328972
7/1/2015,28,31561,68.263090256
7/1/2016,28,31569,68.280393406
7/1/2017,28,31462,68.048963773
7/1/2018,28,31044,67.144874177
7/1/2019,28,30693,66.385698464
4/1/2010,28,161252,338.54228858
4/1/2010,28,161267,338.57378049
7/1/2010,28,161778,339.64660507
7/1/2011,28,164075,344.46906704
7/1/2012,28,166426,349.4048999
7/1/2013,28,168370,353.48625212
7/1/2014,28,170760,358.50396397
7/1/2015,28,173271,363.77571059
7/1/2016,28,175721,368.91939009
7/1/2017,28,179005,375.81402008
7/1/2018,28,181932,381.95914249
7/1/2019,28,184945,388.28481855
4/1/2010,28,8729,21.46741119
4/1/2010,28,8728,21.46495187
7/1/2010,28,8694,21.381334963
7/1/2011,28,8715,21.432980699
7/1/2012,28,8644,21.258368923
7/1/2013,28,8493,20.887011483
7/1/2014,28,8295,20.400065967
7/1/2015,28,8155,20.055761056
