date,fips,population,density
4/1/2010,06,64665,51.463922352
4/1/2010,06,64662,51.461534789
7/1/2010,06,64735,51.519632157
7/1/2011,06,64251,51.134438646
7/1/2012,06,63954,50.8980699
7/1/2013,06,63796,50.772324911
7/1/2014,06,64044,50.969696793
7/1/2015,06,64260,51.141601335
7/1/2016,06,63903,50.857481328
7/1/2017,06,64111,51.023019035
7/1/2018,06,64317,51.186965034
7/1/2019,06,64386,51.241878985
4/1/2010,06,72155,114.16641426
4/1/2010,06,72142,114.14584516
7/1/2010,06,72348,114.47178628
7/1/2011,06,72489,114.6948819
7/1/2012,06,72774,115.14581985
7/1/2013,06,73090,115.6458072
7/1/2014,06,73533,116.34673883
7/1/2015,06,74045,117.1568449
7/1/2016,06,74952,118.59193516
7/1/2017,06,76578,121.16465486
7/1/2018,06,77557,122.71366629
7/1/2019,06,78668,124.47153319
4/1/2010,06,34895,7.6841170853
4/1/2010,06,34895,7.6841170853
7/1/2010,06,34831,7.6700238487
7/1/2011,06,34246,7.5412028573
7/1/2012,06,33629,7.4053352475
7/1/2013,06,32129,7.0750250132
7/1/2014,06,31664,6.9726288405
7/1/2015,06,31256,6.8827844568
7/1/2016,06,30721,6.7649738065
7/1/2017,06,30920,6.8087949643
7/1/2018,06,30618,6.7422925038
7/1/2019,06,30573,6.7323831967
4/1/2010,06,483878,307.10871674
4/1/2010,06,483861,307.09792714
7/1/2010,06,484755,307.66533296
7/1/2011,06,487421,309.3573955
7/1/2012,06,489993,310.98979792
7/1/2013,06,494073,313.57930099
7/1/2014,06,498560,316.42711968
7/1/2015,06,500863,317.88879261
7/1/2016,06,502547,318.95759731
7/1/2017,06,502469,318.9080921
7/1/2018,06,498643,316.4797983
7/1/2019,06,494336,313.74622239
4/1/2010,06,174528,41.797722592
4/1/2010,06,174524,41.796764632
7/1/2010,06,174716,41.842746725
7/1/2011,06,175786,42.099001098
7/1/2012,06,176575,42.287958761
7/1/2013,06,176438,42.255148622
7/1/2014,06,177974,42.623005367
7/1/2015,06,178937,42.853634302
7/1/2016,06,180179,43.151080967
7/1/2017,06,181649,43.503131367
7/1/2018,06,181523,43.472955618
7/1/2019,06,181215,43.399192677
4/1/2010,06,1510271,2048.3627677
4/1/2010,06,1510258,2048.3451359
7/1/2010,06,1512986,2052.0450902
7/1/2011,06,1530915,2076.3619817
7/1/2012,06,1553764,2107.3518112
7/1/2013,06,1579593,2142.3833797
7/1/2014,06,1607792,2180.6293512
7/1/2015,06,1634538,2216.904636
7/1/2016,06,1650950,2239.1640383
7/1/2017,06,1660196,2251.7042792
7/1/2018,06,1666756,2260.6015299
7/1/2019,06,1671329,2266.8038359
4/1/2010,06,136484,182.40161558
4/1/2010,06,136535,182.46977362
7/1/2010,06,136759,182.76913444
7/1/2011,06,137691,184.01468927
7/1/2012,06,138538,185.14664736
7/1/2013,06,139580,186.53920974
7/1/2014,06,140405,187.64176632
7/1/2015,06,140862,188.25251585
7/1/2016,06,140840,188.22311434
7/1/2017,06,139878,186.93746654
7/1/2018,06,138789,185.48209185
7/1/2019,06,137744,184.08552018
4/1/2010,06,3240,3.399189668
4/1/2010,06,3239,3.3981405354
7/1/2010,06,3220,3.3782070157
7/1/2011,06,3098,3.2502128369
7/1/2012,06,3067,3.2176897259
7/1/2013,06,3028,3.1767735539
7/1/2014,06,2972,3.1180221276
7/1/2015,06,2985,3.1316608515
7/1/2016,06,2951,3.0959903427
7/1/2017,06,3002,3.149496106
7/1/2018,06,2997,3.1442504429
7/1/2019,06,3005,3.1526435038
4/1/2010,06,200849,197.93297079
4/1/2010,06,200855,197.93888368
7/1/2010,06,201073,198.15371864
7/1/2011,06,201954,199.02192783
7/1/2012,06,204576,201.60586028
7/1/2013,06,206292,203.29694651
7/1/2014,06,208398,205.37237052
7/1/2015,06,212037,208.95853764
