date,population,density,fips
4/1/2010,82888,809.15686011,44005
4/1/2010,83141,811.62665895,44005
7/1/2010,83176,811.96833072,44005
7/1/2011,83212,812.31976455,44005
7/1/2012,83206,812.26119224,44005
7/1/2013,83459,814.73099107,44005
7/1/2014,83351,813.6766896,44005
7/1/2015,83259,812.77858093,44005
7/1/2016,83164,811.85118611,44005
7/1/2017,82952,809.78163136,44005
7/1/2018,82547,805.82800082,44005
7/1/2019,82082,801.28864723,44005
4/1/2010,626667,1530.3748426,44007
4/1/2010,626781,1530.6532404,44007
7/1/2010,627838,1533.2345255,44007
7/1/2011,629393,1537.0319696,44007
7/1/2012,631229,1541.5156399,44007
7/1/2013,631584,1542.3825805,44007
7/1/2014,632668,1545.0298019,44007
7/1/2015,633747,1547.664813,44007
7/1/2016,634922,1550.5342643,44007
7/1/2017,634130,1548.600132,44007
7/1/2018,636953,1555.4941414,44007
7/1/2019,638931,1560.3245879,44007
4/1/2010,49875,2066.7326487,44001
4/1/2010,49844,2065.448063,44001
7/1/2010,49818,2064.3706685,44001
7/1/2011,49233,2040.1292931,44001
7/1/2012,49268,2041.5796318,44001
7/1/2013,49247,2040.7094286,44001
7/1/2014,49074,2033.5406116,44001
7/1/2015,49127,2035.7368388,44001
7/1/2016,48844,2024.0098144,44001
7/1/2017,48734,2019.4516071,44001
7/1/2018,48637,2015.432097,44001
7/1/2019,48479,2008.8848537,44001
4/1/2010,166158,985.71989505,44003
4/1/2010,166109,985.42920622,44003
7/1/2010,166030,984.96054463,44003
7/1/2011,165278,980.49936093,44003
7/1/2012,164627,976.63735217,44003
7/1/2013,164358,975.04152981,44003
7/1/2014,164490,975.82460993,44003
7/1/2015,163747,971.41681806,44003
7/1/2016,163711,971.20325075,44003
7/1/2017,163543,970.20660333,44003
7/1/2018,164053,973.23214015,44003
7/1/2019,164292,974.64998975,44003
4/1/2010,126979,385.6278872,44009
4/1/2010,127089,385.96195084,44009
7/1/2010,127097,385.98624638,44009
7/1/2011,126533,384.27341097,44009
7/1/2012,126291,383.53847095,44009
7/1/2013,126433,383.96971674,44009
7/1/2014,126353,383.72676136,44009
7/1/2015,126185,383.21655507,44009
7/1/2016,126129,383.04648631,44009
7/1/2017,126314,383.60832062,44009
7/1/2018,126097,382.94930415,44009
7/1/2019,125577,381.3700942,44009
