date,population,density,fips
7/1/2010,52770,123.01745227,47031
7/1/2011,52920,123.36713235,47031
7/1/2012,53147,123.89631487,47031
7/1/2013,53298,124.24832615,47031
7/1/2014,53524,124.77517747,47031
7/1/2015,54093,126.10163058,47031
7/1/2016,54537,127.13668361,47031
7/1/2017,55016,128.25332867,47031
7/1/2018,55877,130.26049233,47031
7/1/2019,56520,131.75945428,47031
7/1/2010,38427,54.523758818,47047
7/1/2011,38570,54.726660359,47047
7/1/2012,38686,54.891251818,47047
7/1/2013,38812,55.070032197,47047
7/1/2014,39123,55.511307576,47047
7/1/2015,39280,55.734073604,47047
7/1/2016,39703,56.334264875,47047
7/1/2017,40150,56.968509551,47047
7/1/2018,40556,57.54457966,47047
7/1/2019,41133,58.363280283,47047
7/1/2010,6798,30.57701608,47067
7/1/2011,6708,30.172201216,47067
7/1/2012,6657,29.942806126,47067
7/1/2013,6621,29.78088018,47067
7/1/2014,6619,29.771884294,47067
7/1/2015,6577,29.582970691,47067
7/1/2016,6583,29.609958349,47067
7/1/2017,6593,29.654937778,47067
7/1/2018,6561,29.511003604,47067
7/1/2019,6620,29.776382237,47067
7/1/2010,56870,116.76313038,47073
7/1/2011,56621,116.25189388,47073
7/1/2012,56560,116.12665121,47073
7/1/2013,56696,116.40588078,47073
7/1/2014,56481,115.96445168,47073
7/1/2015,56370,115.73655107,47073
7/1/2016,56565,116.136917,47073
7/1/2017,56620,116.24984073,47073
7/1/2018,56713,116.44078448,47073
7/1/2019,56786,116.59066506,47073
7/1/2010,18286,61.271934517,47091
7/1/2011,18223,61.060836854,47091
7/1/2012,18159,60.846388433,47091
7/1/2013,18014,60.360528732,47091
7/1/2014,17935,60.095818963,47091
7/1/2015,17842,59.784198603,47091
7/1/2016,17759,59.506085808,47091
7/1/2017,17603,58.983367784,47091
7/1/2018,17774,59.556347157,47091
7/1/2019,17788,59.603257748,47091
7/1/2010,33382,58.529783464,47103
7/1/2011,33387,58.538550132,47103
7/1/2012,33379,58.524523463,47103
7/1/2013,33499,58.7349235,47103
7/1/2014,33443,58.636736816,47103
7/1/2015,33609,58.9277902,47103
7/1/2016,33564,58.848890186,47103
7/1/2017,33892,59.423983619,47103
7/1/2018,34189,59.944723709,47103
7/1/2019,34366,60.255063763,47103
7/1/2010,22237,72.399349337,47111
7/1/2011,22455,73.10911496,47111
7/1/2012,22488,73.216556545,47111
7/1/2013,22637,73.701671581,47111
7/1/2014,22919,74.619808763,47111
7/1/2015,23076,75.130970244,47111
7/1/2016,23340,75.990502924,47111
7/1/2017,23905,77.830033094,47111
7/1/2018,24289,79.080262448,47111
7/1/2019,24602,80.099329604,47111
7/1/2010,6330,48.985259231,47127
7/1/2011,6367,49.271586971,47127
7/1/2012,6289,48.667977141,47127
7/1/2013,6274,48.551898328,47127
7/1/2014,6285,48.637022791,47127
7/1/2015,6261,48.45129669,47127
7/1/2016,6293,48.698931492,47127
7/1/2017,6391,49.457313072,47127
7/1/2018,6457,49.968059851,47127
7/1/2019,6488,50.207956065,47127
7/1/2010,66322,139.23999187,47147
7/1/2011,66775,140.19104456,47147
7/1/2012,66798,140.239332,47147
7/1/2013,67412,141.52839679,47147
7/1/2014,68046,142.85945066,47147
7/1/2015,68687,144.20520071,47147
7/1/2016,69393,145.68741527,47147
7/1/2017,70328,147.65040482,47147
7/1/2018,71179,149.43704022,47147
7/1/2019,71813,150.76809409,47147
7/1/2010,40959,73.867214775,47051
7/1/2011,40857,73.683263607,47051
7/1/2012,40688,73.378481769,47051
7/1/2013,41213,74.325289253,47051
7/1/2014,41288,74.460547465,47051
7/1/2015,41343,74.559736821,47051
7/1/2016,41518,74.875339316,47051
7/1/2017,41623,75.064700812,47051
7/1/2018,41935,75.627374975,47051
7/1/2019,42208,76.119714867,47051
7/1/2010,123199,220.46287904,47009
7/1/2011,123664,221.29499001,47009
7/1/2012,124024,221.93920495,47009
7/1/2013,124874,223.460268,47009
7/1/2014,125847,225.20143783,47009
7/1/2015,126954,227.18239877,47009
7/1/2016,128264,229.52662536,47009
7/1/2017,129999,232.63138348,47009
7/1/2018,131331,235.01497876,47009
7/1/2019,133088,238.15910556,47009
7/1/2010,39131,129.34807208,47021
7/1/2011,38986,128.86877253,47021
7/1/2012,39231,129.67862349,47021
7/1/2013,39340,130.03892452,47021
7/1/2014,39610,130.93141333,47021
7/1/2015,39593,130.87521959,47021
7/1/2016,39775,131.47682315,47021
7/1/2017,40366,133.43038199,47021
7/1/2018,40502,133.8799319,47021
7/1/2019,40667,134.42534173,47021
7/1/2010,57342,168.03106574,47019
7/1/2011,57385,168.15706999,47019
7/1/2012,57347,168.0457174,47019
7/1/2013,56978,166.96442509,47019
7/1/2014,56325,165.05091866,47019
7/1/2015,56375,165.19743523,47019
7/1/2016,56473,165.48460771,47019
7/1/2017,56510,165.59302998,47019
7/1/2018,56417,165.32050915,47019
7/1/2019,56391,165.24432053,47019
7/1/2010,29406,48.133068726,47055
7/1/2011,29284,47.933373617,47055
7/1/2012,28969,47.417767392,47055
7/1/2013,28801,47.142777405,47055
7/1/2014,28819,47.172240618,47055
7/1/2015,28973,47.424314773,47055
7/1/2016,29165,47.738589043,47055
7/1/2017,29379,48.088873907,47055
7/1/2018,29446,48.198542532,47055
7/1/2019,29464,48.228005745,47055
7/1/2010,27721,58.735023898,47097
7/1/2011,27701,58.692648065,47097
7/1/2012,27694,58.677816523,47097
7/1/2013,27573,58.421442731,47097
7/1/2014,27357,57.96378373,47097
7/1/2015,26903,57.001852312,47097
7/1/2016,25320,53.647805098,47097
7/1/2017,26093,55.285631059,47097
7/1/2018,25997,55.082227058,47097
7/1/2019,25633,54.31098689,47097
7/1/2010,41967,68.003507835,47099
7/1/2011,42162,68.319486676,47099
7/1/2012,42154,68.306523442,47099
7/1/2013,42028,68.102352498,47099
7/1/2014,42304,68.549584089,47099
7/1/2015,42592,69.016260531,47099
7/1/2016,43056,69.768128133,47099
7/1/2017,43388,70.306102365,47099
7/1/2018,43771,70.926717217,47099
7/1/2019,44142,71.527887217,47099
7/1/2010,98249,176.33450696,47113
7/1/2011,98084,176.03836966,47113
7/1/2012,98505,176.79396847,47113
