date,fips,population,density
4/1/2010,33,146445,156.98127701
4/1/2010,33,146451,156.98770869
7/1/2010,33,146388,156.92017603
7/1/2011,33,146867,157.43363864
7/1/2012,33,147105,157.68876203
7/1/2013,33,147497,158.10896525
7/1/2014,33,148161,158.82073805
7/1/2015,33,148649,159.34384818
7/1/2016,33,149063,159.78763423
7/1/2017,33,149830,160.60981758
7/1/2018,33,150650,161.48881411
7/1/2019,33,151391,162.28312683
4/1/2010,33,60088,149.53061765
4/1/2010,33,60075,149.49826679
7/1/2010,33,60101,149.5629685
7/1/2011,33,60335,150.14528385
7/1/2012,33,60438,150.40160214
7/1/2013,33,60235,149.89643113
7/1/2014,33,60285,150.02085749
7/1/2015,33,60370,150.2323823
7/1/2016,33,60747,151.17055702
7/1/2017,33,60872,151.48162291
7/1/2018,33,61145,152.16099081
7/1/2019,33,61303,152.5541781
4/1/2010,33,123143,335.10954895
4/1/2010,33,123151,335.13131938
7/1/2010,33,123200,335.26466328
7/1/2011,33,124133,337.80363999
7/1/2012,33,124768,339.53166808
7/1/2013,33,125029,340.24192845
7/1/2014,33,126542,344.35926153
7/1/2015,33,127038,345.70902836
7/1/2016,33,128311,349.17324846
7/1/2017,33,129841,353.33684371
7/1/2018,33,129797,353.21710633
7/1/2019,33,130633,355.49211654
4/1/2010,33,77117,109.12132775
4/1/2010,33,77122,109.1284028
7/1/2010,33,77058,109.03784216
7/1/2011,33,76933,108.86096591
7/1/2012,33,76902,108.8171006
7/1/2013,33,76712,108.54824869
7/1/2014,33,76426,108.14355583
7/1/2015,33,76288,107.94828445
7/1/2016,33,75975,107.50538631
7/1/2017,33,75963,107.48840619
7/1/2018,33,75901,107.40067557
7/1/2019,33,76085,107.66103741
4/1/2010,33,295223,424.54522427
4/1/2010,33,295204,424.51790134
7/1/2010,33,295289,424.64013553
7/1/2011,33,296195,425.94300818
7/1/2012,33,298157,428.76446088
7/1/2013,33,299456,430.6324869
7/1/2014,33,301361,433.37197079
7/1/2015,33,302691,435.28457634
7/1/2016,33,304377,437.70912743
7/1/2017,33,306669,441.0051364
7/1/2018,33,308287,443.33190014
7/1/2019,33,309769,445.46308918
4/1/2010,33,43742,81.37385195
4/1/2010,33,43739,81.368271008
7/1/2010,33,43745,81.379432891
7/1/2011,33,43502,80.927376606
7/1/2012,33,43229,80.419510903
7/1/2013,33,43049,80.084654396
7/1/2014,33,43149,80.270685789
7/1/2015,33,43148,80.268825475
7/1/2016,33,43084,80.149765383
7/1/2017,33,43027,80.043727489
7/1/2018,33,43114,80.205574801
7/1/2019,33,43146,80.265104847
4/1/2010,33,400721,457.16841337
4/1/2010,33,400706,457.1513004
7/1/2010,33,401055,457.54946216
7/1/2011,33,402774,459.51060845
7/1/2012,33,404344,461.30176591
7/1/2013,33,405281,462.37075606
7/1/2014,33,407275,464.64564013
7/1/2015,33,408985,466.59651863
7/1/2016,33,411333,469.27526877
7/1/2017,33,413204,471.40982649
7/1/2018,33,414630,473.03669944
7/1/2019,33,417025,475.76907022
4/1/2010,33,33055,18.419418898
4/1/2010,33,33052,18.417747191
7/1/2010,33,32970,18.372053882
7/1/2011,33,32507,18.114053853
7/1/2012,33,31978,17.819276282
7/1/2013,33,31949,17.803116453
7/1/2014,33,32779,18.265621904
7/1/2015,33,32343,18.022667234
7/1/2016,33,31916,17.784727682
7/1/2017,33,31396,17.494965231
7/1/2018,33,31486,17.545116425
7/1/2019,33,31563,17.588023557
4/1/2010,33,47818,51.31446737
4/1/2010,33,47823,51.319832972
7/1/2010,33,47826,51.323052333
7/1/2011,33,47680,51.166376766
7/1/2012,33,47694,51.181400451
7/1/2013,33,47520,50.994677515
7/1/2014,33,47433,50.901316048
7/1/2015,33,47399,50.864829957
7/1/2016,33,47497,50.969995748
7/1/2017,33,48132,51.65142715
7/1/2018,33,48754,52.318907988
7/1/2019,33,48910,52.486314757
4/1/2010,33,89118,52.158479306
4/1/2010,33,89139,52.170770068
7/1/2010,33,89130,52.165502599
7/1/2011,33,89276,52.250952653
7/1/2012,33,89617,52.450531206
7/1/2013,33,89894,52.6126522
7/1/2014,33,89930,52.633722077
7/1/2015,33,89439,52.346352372
7/1/2016,33,90004,52.677032378
7/1/2017,33,89853,52.588655952
7/1/2018,33,89701,52.499694251
7/1/2019,33,89886,52.607970005
