date,fips,population,density
4/1/2010,16,22952,8.9460223385
4/1/2010,16,22964,8.9506995896
7/1/2010,16,23080,8.9959130172
7/1/2011,16,23106,9.0060470614
7/1/2012,16,23263,9.067241097
7/1/2013,16,23344,9.0988125422
7/1/2014,16,23503,9.1607861198
7/1/2015,16,23499,9.159227036
7/1/2016,16,23479,9.1514316175
7/1/2017,16,23650,9.2180824462
7/1/2018,16,23791,9.273040147
7/1/2019,16,24030,9.3661953988
4/1/2010,16,5208,4.335073604
4/1/2010,16,5206,4.3334088292
7/1/2010,16,5206,4.3334088292
7/1/2011,16,5132,4.2718121612
7/1/2012,16,5262,4.3800225239
7/1/2013,16,5329,4.43579248
7/1/2014,16,5331,4.4374572548
7/1/2015,16,5307,4.4174799571
7/1/2016,16,5303,4.4141504074
7/1/2017,16,5376,4.474914688
7/1/2018,16,5398,4.4932272109
7/1/2019,16,5366,4.4665908139
4/1/2010,16,9862,2.6907740732
4/1/2010,16,9854,2.6885913322
7/1/2010,16,9788,2.6705837182
7/1/2011,16,9636,2.6291116376
7/1/2012,16,9536,2.601827374
7/1/2013,16,9575,2.6124682368
7/1/2014,16,9793,2.6719479314
7/1/2015,16,10043,2.7401585903
7/1/2016,16,10422,2.8435659492
7/1/2017,16,10667,2.910412395
7/1/2018,16,11021,3.006998688
7/1/2019,16,11392,3.1082233059
4/1/2010,16,12786,19.284516593
4/1/2010,16,12786,19.284516593
7/1/2010,16,12781,19.27697533
7/1/2011,16,12810,19.320714653
7/1/2012,16,12798,19.302615623
7/1/2013,16,12802,19.308648633
7/1/2014,16,12910,19.471539904
7/1/2015,16,12955,19.539411267
7/1/2016,16,13320,20.089923433
7/1/2017,16,13467,20.311636552
7/1/2018,16,13704,20.669092397
7/1/2019,16,13876,20.928511828
4/1/2010,16,39265,46.285574455
4/1/2010,16,39270,46.291468454
7/1/2010,16,39315,46.344514446
7/1/2011,16,39438,46.489506822
7/1/2012,16,39504,46.567307609
7/1/2013,16,39798,46.913874753
7/1/2014,16,39841,46.964563145
7/1/2015,16,39995,47.146098315
7/1/2016,16,40136,47.312309088
7/1/2017,16,40289,47.492665459
7/1/2018,16,40256,47.453765065
7/1/2019,16,40408,47.632942636
4/1/2010,16,138494,111.88907943
4/1/2010,16,138466,111.86645828
7/1/2010,16,138848,112.17507546
