date,population,density,fips
4/1/2010,538479,1263.0929655,10003
4/1/2010,538484,1263.1046938,10003
7/1/2010,538752,1263.7333328,10003
7/1/2011,541909,1271.1386067,10003
7/1/2012,544848,1278.032525,10003
7/1/2013,548331,1286.2024867,10003
7/1/2014,550768,1291.9188797,10003
7/1/2015,553488,1298.2990967,10003
7/1/2016,555058,1301.9817954,10003
7/1/2017,555976,1304.1351187,10003
7/1/2018,557550,1307.8272001,10003
7/1/2019,558753,1310.6490387,10003
4/1/2010,162310,276.95109959,10001
4/1/2010,162350,277.01935197,10001
7/1/2010,162956,278.05337555,10001
7/1/2011,165110,281.72876627,10001
7/1/2012,167297,285.46046521,10001
7/1/2013,169038,288.4311501,10001
7/1/2014,171456,292.55700654,10001
7/1/2015,173128,295.40995607,10001
7/1/2016,174542,297.82267775,10001
7/1/2017,176499,301.1619255,10001
7/1/2018,178540,304.64450324,10001
7/1/2019,180786,308.47687444,10001
4/1/2010,197145,210.59506184,10005
4/1/2010,197103,210.55019642,10005
7/1/2010,197885,211.38554775,10005
7/1/2011,200362,214.03153912,10005
7/1/2012,203034,216.88583421,10005
7/1/2013,206207,220.27530963,10005
7/1/2014,210263,224.60802702,10005
7/1/2015,214636,229.27937149,10005
7/1/2016,219321,234.28400191,10005
7/1/2017,224348,239.65396502,10005
7/1/2018,229389,245.03888326,10005
7/1/2019,234225,250.20481554,10005
