date,fips,population,density
4/1/2010,26,32694,69.930622598
4/1/2010,26,32694,69.930622598
7/1/2010,26,32650,69.836509079
7/1/2011,26,32743,70.035430835
7/1/2012,26,32806,70.170184283
7/1/2013,26,32946,70.469636389
7/1/2014,26,32973,70.527387867
7/1/2015,26,32924,70.42257963
7/1/2016,26,32875,70.317771393
7/1/2017,26,33081,70.758393778
7/1/2018,26,33225,71.066401658
7/1/2019,26,33415,71.472800946
4/1/2010,26,111408,134.99857264
4/1/2010,26,111400,134.98887864
7/1/2010,26,111523,135.13792381
7/1/2011,26,111163,134.70169404
7/1/2012,26,111499,135.10884183
7/1/2013,26,112009,135.726834
7/1/2014,26,113349,137.35057814
7/1/2015,26,114112,138.2751429
7/1/2016,26,114979,139.3257296
7/1/2017,26,116368,141.00884946
7/1/2018,26,117173,141.98430769
7/1/2019,26,118081,143.08457611
4/1/2010,26,9601,10.492513509
4/1/2010,26,9601,10.492513509
7/1/2010,26,9580,10.469563526
7/1/2011,26,9516,10.399620722
7/1/2012,26,9451,10.328585061
7/1/2013,26,9438,10.314377929
7/1/2014,26,9362,10.231320849
7/1/2015,26,9255,10.114385223
7/1/2016,26,9129,9.9766853265
7/1/2017,26,9144,9.9930781713
7/1/2018,26,9118,9.964663907
7/1/2019,26,9108,9.9537353438
4/1/2010,26,26570,49.377609584
4/1/2010,26,26570,49.377609584
7/1/2010,26,26503,49.253096981
7/1/2011,26,26455,49.163893923
7/1/2012,26,26306,48.886992763
7/1/2013,26,26298,48.872125586
7/1/2014,26,26349,48.966903836
7/1/2015,26,26323,48.918585513
7/1/2016,26,26311,48.896284748
7/1/2017,26,26422,49.10256682
7/1/2018,26,26555,49.349733628
7/1/2019,26,26467,49.186194688
4/1/2010,26,30926,54.797808151
4/1/2010,26,30924,54.79426435
7/1/2010,26,31006,54.939560226
7/1/2011,26,31001,54.930700721
7/1/2012,26,30796,54.567461031
7/1/2013,26,30600,54.220168448
7/1/2014,26,30730,54.450515569
7/1/2015,26,30616,54.248518863
7/1/2016,26,30387,53.84275355
7/1/2017,26,30565,54.158151916
7/1/2018,26,30735,54.459375074
7/1/2019,26,30950,54.840333774
4/1/2010,26,70311,122.77137441
4/1/2010,26,70313,122.77486665
7/1/2010,26,70294,122.74169039
7/1/2011,26,70615,123.30219459
7/1/2012,26,70666,123.39124666
7/1/2013,26,70224,122.61946206
7/1/2014,26,70094,122.39246659
7/1/2015,26,70767,123.56760469
7/1/2016,26,71263,124.43367972
7/1/2017,26,71077,124.10890158
7/1/2018,26,70463,123.0367845
7/1/2019,26,69872,122.00482816
4/1/2010,26,55729,69.254301084
4/1/2010,26,55722,69.2456022
7/1/2010,26,55698,69.215777455
7/1/2011,26,55400,68.845453535
7/1/2012,26,54708,67.985506715
7/1/2013,26,54216,67.374099438
7/1/2014,26,53923,67.009989007
7/1/2015,26,53726,66.765177557
7/1/2016,26,53276,66.205963584
7/1/2017,26,52815,65.633079936
7/1/2018,26,52633,65.406908952
7/1/2019,26,52245,64.924742237
4/1/2010,26,29598,51.756825861
4/1/2010,26,29594,51.749831223
7/1/2010,26,29510,51.602943819
7/1/2011,26,29340,51.305671693
7/1/2012,26,29166,51.001404928
7/1/2013,26,28957,50.635935079
7/1/2014,26,28882,50.504785611
7/1/2015,26,28722,50.225000081
7/1/2016,26,28663,50.121829166
7/1/2017,26,28428,49.710894168
7/1/2018,26,28384,49.633953147
7/1/2019,26,28405,49.670674998
4/1/2010,26,83629,161.98404535
4/1/2010,26,83621,161.96854986
7/1/2010,26,83651,162.02665795
7/1/2011,26,83805,162.32494614
7/1/2012,26,83721,162.16224349
7/1/2013,26,83651,162.02665795
7/1/2014,26,83492,161.71868508
7/1/2015,26,83662,162.04796425
7/1/2016,26,83422,161.58309954
7/1/2017,26,83314,161.37391042
7/1/2018,26,83223,161.19764922
7/1/2019,26,83156,161.06787449
4/1/2010,26,8640,15.273823387
4/1/2010,26,8638,15.270287779
7/1/2010,26,8601,15.204879045
7/1/2011,26,8614,15.227860492
7/1/2012,26,8574,15.157148347
7/1/2013,26,8369,14.794748602
7/1/2014,26,8312,14.693983795
7/1/2015,26,8277,14.632110668
7/1/2016,26,8259,14.600290203
7/1/2017,26,8238,14.563166326
7/1/2018,26,8224,14.538417075
7/1/2019,26,8241,14.568469737
4/1/2010,26,75382,133.08530999
4/1/2010,26,75364,133.05353137
7/1/2010,26,75403,133.12238504
7/1/2011,26,75899,133.99806244
7/1/2012,26,76166,134.46944523
7/1/2013,26,76809,135.60464799
