date,population,density,fips
4/1/2010,8667,4.1639271918,56031
4/1/2010,8667,4.1639271918,56031
7/1/2010,8665,4.1629663225,56031
7/1/2011,8697,4.1783402316,56031
7/1/2012,8729,4.1937141406,56031
7/1/2013,8710,4.1845858821,56031
7/1/2014,8775,4.215814135,56031
7/1/2015,8798,4.2268641321,56031
7/1/2016,8662,4.1615250185,56031
7/1/2017,8541,4.1033924247,56031
7/1/2018,8516,4.0913815582,56031
7/1/2019,8393,4.0322880951,56031
4/1/2010,29116,11.538578204,56033
4/1/2010,29124,11.541748578,56033
7/1/2010,29148,11.551259702,56033
7/1/2011,29251,11.592078274,56033
7/1/2012,29524,11.700267306,56033
7/1/2013,29733,11.783093341,56033
7/1/2014,29852,11.830252663,56033
7/1/2015,29883,11.842537864,56033
7/1/2016,29964,11.874637907,56033
7/1/2017,30147,11.947160225,56033
7/1/2018,30219,11.975693596,56033
7/1/2019,30485,12.08110855,56033
4/1/2010,11668,3.7195278406,56003
4/1/2010,11669,3.7198466209,56003
7/1/2010,11666,3.7188902802,56003
7/1/2011,11722,3.7367419736,56003
7/1/2012,11758,3.7482180622,56003
7/1/2013,11936,3.804960945,56003
7/1/2014,11853,3.778502185,56003
7/1/2015,11945,3.8078299671,56003
7/1/2016,11941,3.8065548462,56003
7/1/2017,11859,3.7804148665,56003
7/1/2018,11877,3.7861529108,56003
7/1/2019,11790,3.7584190299,56003
4/1/2010,7083,2.4813626337,56011
4/1/2010,7080,2.4803116542,56011
7/1/2010,7118,2.4936240614,56011
7/1/2011,7118,2.4936240614,56011
7/1/2012,7139,2.500980918,56011
7/1/2013,7149,2.5044841831,56011
7/1/2014,7234,2.534261936,56011
7/1/2015,7435,2.6046775634,56011
7/1/2016,7499,2.6270984598,56011
7/1/2017,7397,2.5913651563,56011
7/1/2018,7445,2.6081808285,56011
7/1/2019,7584,2.6568762127,56011
4/1/2010,28205,4.0646838904,56029
4/1/2010,28207,4.0649721148,56029
7/1/2010,28241,4.0698719287,56029
7/1/2011,28449,4.0998472611,56029
7/1/2012,28808,4.1515835319,56029
7/1/2013,29050,4.1864586782,56029
7/1/2014,28966,4.1743532555,56029
7/1/2015,28928,4.1688769928,56029
7/1/2016,29213,4.2099489627,56029
7/1/2017,29194,4.2072108313,56029
7/1/2018,29210,4.2095166261,56029
7/1/2019,29194,4.2072108313,56029
4/1/2010,36299,8.4923311786,56001
