date,population,density,fips
7/1/2010,30097,42.766081631,17135
7/1/2011,29864,42.435002221,17135
7/1/2012,29616,42.082608685,17135
7/1/2013,29362,41.721689499,17135
7/1/2014,29449,41.845311425,17135
7/1/2015,29192,41.480129414,17135
7/1/2016,29061,41.293986054,17135
7/1/2017,28781,40.896122385,17135
7/1/2018,28691,40.768237634,17135
7/1/2019,28414,40.37463679,17135
7/1/2010,58486,85.493439244,17195
7/1/2011,58286,85.201084016,17195
7/1/2012,57766,84.440960424,17195
7/1/2013,57468,84.005351135,17195
7/1/2014,57021,83.351937201,17195
7/1/2015,56919,83.202836035,17195
7/1/2016,56476,82.555269205,17195
7/1/2017,55955,81.793683837,17195
7/1/2018,55553,81.206049829,17195
7/1/2019,55175,80.653498449,17195
7/1/2010,67160,78.536771788,17001
7/1/2011,67211,78.596411088,17001
7/1/2012,67139,78.51221443,17001
7/1/2013,66999,78.348498705,17001
7/1/2014,66966,78.30990857,17001
7/1/2015,66835,78.156717428,17001
7/1/2016,66475,77.735734137,17001
7/1/2017,66057,77.24692576,17001
7/1/2018,65623,76.739407014,17001
7/1/2019,65435,76.519560184,17001
7/1/2010,37843,79.847432157,17027
7/1/2011,38031,80.244105709,17027
7/1/2012,37918,80.005679585,17027
7/1/2013,37731,79.611115998,17027
7/1/2014,37646,79.431768913,17027
7/1/2015,37665,79.471858262,17027
7/1/2016,37599,79.332600525,17027
7/1/2017,37645,79.429658947,17027
7/1/2018,37697,79.539377164,17027
7/1/2019,37562,79.254531794,17027
7/1/2010,105145,166.54349424,17037
7/1/2011,104450,165.44265513,17037
7/1/2012,104365,165.30802013,17037
7/1/2013,104202,165.04983772,17037
7/1/2014,104560,165.61688866,17037
7/1/2015,104195,165.03875013,17037
7/1/2016,104080,164.85659689,17037
7/1/2017,104309,165.21931942,17037
7/1/2018,104349,165.28267707,17037
7/1/2019,104897,166.15067683,17037
7/1/2010,6734,30.278822301,17047
7/1/2011,6669,29.986555677,17047
7/1/2012,6721,30.220368976,17047
7/1/2013,6687,30.067491049,17047
7/1/2014,6628,29.802202883,17047
7/1/2015,6511,29.276122958,17047
7/1/2016,6536,29.388533199,17047
7/1/2017,6448,28.992849153,17047
7/1/2018,6387,28.718568167,17047
7/1/2019,6395,28.754539444,17047
7/1/2010,9725,19.661807138,17079
7/1/2011,9754,19.720438748,17079
7/1/2012,9672,19.554652817,17079
7/1/2013,9607,19.423237139,17079
7/1/2014,9633,19.47580341,17079
7/1/2015,9630,19.469738071,17079
7/1/2016,9583,19.374714427,17079
7/1/2017,9523,19.253407648,17079
7/1/2018,9624,19.457607393,17079
7/1/2019,9610,19.429302478,17079
7/1/2010,38755,67.847886693,17081
7/1/2011,38749,67.837382569,17081
7/1/2012,38658,67.678070024,17081
7/1/2013,38641,67.64830834,17081
7/1/2014,38374,67.180874828,17081
7/1/2015,38272,67.002304722,17081
7/1/2016,38214,66.900764858,17081
7/1/2017,38045,66.604898703,17081
7/1/2018,37708,66.01491708,17081
7/1/2019,37684,65.972900584,17081
7/1/2010,81640,90.880875463,17183
7/1/2011,81414,90.629294401,17183
7/1/2012,80862,90.014813225,17183
7/1/2013,80585,89.706459446,17183
7/1/2014,79783,88.813680635,17183
7/1/2015,79170,88.131294836,17183
7/1/2016,78494,87.378778032,17183
7/1/2017,77689,86.48265965,17183
7/1/2018,76702,85.38394059,17183
7/1/2019,75758,84.333088722,17183
7/1/2010,678824,812.11586988,17197
7/1/2011,680827,814.51217303,17197
