date,population,density,fips
7/1/2010,3825110,415.74259392,04013
7/1/2011,3874996,421.16459094,04013
7/1/2012,3947505,429.0454309,04013
7/1/2013,4017723,436.67726723,04013
7/1/2014,4093648,444.92938454,04013
7/1/2015,4172905,453.54364943,04013
7/1/2016,4256143,462.59060024,04013
7/1/2017,4327184,470.31188659,04013
7/1/2018,4402403,478.48727035,04013
7/1/2019,4485414,487.50954904,04013
7/1/2010,37152,8.03829267,04009
7/1/2011,37126,8.0326672499,04009
7/1/2012,37015,8.0086510331,04009
7/1/2013,37433,8.0990904801,04009
7/1/2014,38099,8.2431877809,04009
7/1/2015,37860,8.1914771879,04009
7/1/2016,37807,8.1800099853,04009
7/1/2017,37481,8.1094758711,04009
7/1/2018,37995,8.2206861003,04009
7/1/2019,38837,8.4028631682,04009
7/1/2010,47415,38.354367933,04023
7/1/2011,47667,38.558212723,04023
7/1/2012,47359,38.309069091,04023
7/1/2013,46939,37.969327775,04023
7/1/2014,46636,37.724228682,04023
7/1/2015,46542,37.648191339,04023
7/1/2016,46400,37.533326418,04023
7/1/2017,46566,37.667605129,04023
7/1/2018,46395,37.529281879,04023
7/1/2019,46498,37.612599392,04023
7/1/2010,20497,4.5585787197,04012
7/1/2011,20604,4.5823757594,04012
7/1/2012,20521,4.5639163735,04012
7/1/2013,20522,4.5641387757,04012
7/1/2014,20516,4.5628043623,04012
7/1/2015,20466,4.5516842503,04012
7/1/2016,20648,4.592161458,04012
7/1/2017,20706,4.605060788,04012
7/1/2018,21039,4.679120734,04012
7/1/2019,21108,4.6944664886,04012
7/1/2010,200314,15.025209637,04015
7/1/2011,202812,15.212580333,04015
7/1/2012,203347,15.252709766,04015
7/1/2013,203126,15.236132935,04015
7/1/2014,203423,15.258410395,04015
7/1/2015,204574,15.344744932,04015
7/1/2016,205412,15.407601875,04015
7/1/2017,207017,15.527990172,04015
7/1/2018,209292,15.698634021,04015
7/1/2019,212181,15.915332957,04015
7/1/2010,134612,7.2306797384,04005
7/1/2011,134275,7.212577793,04005
7/1/2012,136146,7.3130785046,04005
7/1/2013,136699,7.3427828839,04005
7/1/2014,137566,7.3893537641,04005
7/1/2015,138962,7.4643398643,04005
7/1/2016,140407,7.541957998,04005
7/1/2017,141001,7.5738646911,04005
7/1/2018,142523,7.6556188776,04005
7/1/2019,143476,7.7068092455,04005
7/1/2010,210983,25.973217207,04025
7/1/2011,211044,25.980726657,04025
7/1/2012,211990,26.097184682,04025
7/1/2013,214421,26.396454723,04025
7/1/2014,217716,26.802088118,04025
7/1/2015,220805,27.182361732,04025
7/1/2016,224575,27.646470352,04025
7/1/2017,228082,28.078202163,04025
7/1/2018,231772,28.532462324,04025
7/1/2019,235099,28.942035103,04025
7/1/2010,8339,4.5267971508,04011
7/1/2011,8585,4.6603373954,04011
7/1/2012,8764,4.7575069229,04011
7/1/2013,8916,4.8400195943,04011
7/1/2014,9349,5.0750721385,04011
7/1/2015,9577,5.1988411457,04011
7/1/2016,9643,5.2346690161,04011
7/1/2017,9443,5.1260997116,04011
7/1/2018,9448,5.1288139443,04011
7/1/2019,9498,5.1559562704,04011
7/1/2010,379094,70.646791774,04021
7/1/2011,378041,70.450557933,04021
7/1/2012,382251,71.235120583,04021
7/1/2013,385398,71.821585823,04021
7/1/2014,395322,73.670991938,04021
7/1/2015,405614,75.5889774,04021
7/1/2016,417193,77.746804224,04021
7/1/2017,431564,80.42493958,04021
7/1/2018,446806,83.265391817,04021
7/1/2019,462789,86.243934534,04021
7/1/2010,981620,106.82915458,04019
7/1/2011,988381,107.56495042,04019
7/1/2012,993052,108.07329273,04019
7/1/2013,997127,108.5167727,04019
7/1/2014,1004229,109.28967938,04019
7/1/2015,1009103,109.82011407,04019
7/1/2016,1016707,110.64765313,04019
7/1/2017,1026391,111.70155742,04019
7/1/2018,1036554,112.80759102,04019
7/1/2019,1047279,113.97478676,04019
7/1/2010,53561,11.257050076,04007
7/1/2011,53440,11.231619201,04007
7/1/2012,52994,11.13788226,04007
7/1/2013,53005,11.140194157,04007
7/1/2014,53044,11.148390885,04007
7/1/2015,52978,11.134519499,04007
7/1/2016,53356,11.21396471,04007
7/1/2017,53578,11.260623008,04007
7/1/2018,53801,11.307491479,04007
7/1/2019,54018,11.353098915,04007
7/1/2010,131822,21.228234102,04003
7/1/2011,133097,21.433556419,04003
7/1/2012,132017,21.259636338,04003
7/1/2013,129578,20.866866824,04003
7/1/2014,127314,20.502278803,04003
7/1/2015,126454,20.363786887,04003
7/1/2016,125686,20.240110386,04003
7/1/2017,124864,20.10773788,04003
7/1/2018,126411,20.356862292,04003
7/1/2019,125922,20.278115144,04003
7/1/2010,71829,6.4145928279,04001
7/1/2011,72182,6.446117021,04001
7/1/2012,72229,6.4503142932,04001
7/1/2013,72322,6.4586195338,04001
7/1/2014,71796,6.411645807,04001
7/1/2015,71012,6.341631735,04001
7/1/2016,71381,6.3745847867,04001
7/1/2017,71545,6.3892305875,04001
7/1/2018,71731,6.4058410689,04001
7/1/2019,71887,6.4197724403,04001
7/1/2010,197127,35.751314008,04027
7/1/2011,202841,36.787615521,04027
7/1/2012,202475,36.72123709,04027
7/1/2013,202420,36.711262189,04027
7/1/2014,204054,37.007607424,04027
7/1/2015,205186,37.212909019,04027
7/1/2016,207247,37.586695756,04027
7/1/2017,209507,37.996573498,04027
7/1/2018,211612,38.378340156,04027
7/1/2019,213787,38.772802142,04027
7/1/2010,107697,10.823761395,04017
7/1/2011,107552,10.809188609,04017
7/1/2012,107313,10.785168636,04017
7/1/2013,107135,10.767279284,04017
7/1/2014,107701,10.824163403,04017
7/1/2015,107638,10.817831779,04017
7/1/2016,108467,10.901147917,04017
7/1/2017,109079,10.962655127,04017
7/1/2018,110242,11.079538926,04017
7/1/2019,110924,11.148081274,04017
