date,population,density,fips
7/1/2010,20756,37.349197757,22083
7/1/2011,20886,37.583125089,22083
7/1/2012,20912,37.629910556,22083
7/1/2013,20913,37.631709997,22083
7/1/2014,20759,37.35459608,22083
7/1/2015,20546,36.971315143,22083
7/1/2016,20446,36.791371042,22083
7/1/2017,20413,36.731989488,22083
7/1/2018,20223,36.390095695,22083
7/1/2019,20122,36.208352152,22083
7/1/2010,52224,70.838919276,22099
7/1/2011,52760,71.565973135,22099
7/1/2012,52614,71.367932345,22099
7/1/2013,52901,71.757231706,22099
7/1/2014,53256,72.238769243,22099
7/1/2015,53831,73.018724409,22099
7/1/2016,53771,72.937337783,22099
7/1/2017,54066,73.337488694,22099
7/1/2018,53562,72.653841036,22099
7/1/2019,53431,72.476146902,22099
7/1/2010,52742,39.717826523,22115
7/1/2011,52270,39.362382776,22115
7/1/2012,54120,40.755541531,22115
7/1/2013,52815,39.772799815,22115
7/1/2014,52816,39.773552873,22115
7/1/2015,51431,38.730566454,22115
7/1/2016,51481,38.768219393,22115
7/1/2017,49789,37.494043926,22115
7/1/2018,48101,36.222880695,22115
7/1/2019,47429,35.71682519,22115
7/1/2010,15303,16.106958753,22127
7/1/2011,15151,15.946973277,22127
7/1/2012,15102,15.895399012,22127
7/1/2013,14849,15.629107398,22127
7/1/2014,14819,15.597531318,22127
7/1/2015,14642,15.411232442,22127
7/1/2016,14532,15.295453479,22127
7/1/2017,14350,15.103891923,22127
7/1/2018,14138,14.880754286,22127
7/1/2019,13904,14.634460857,22127
7/1/2010,440912,968.20261932,22033
7/1/2011,441564,969.63435198,22033
7/1/2012,442955,972.68886136,22033
7/1/2013,444181,975.38104577,22033
7/1/2014,445119,977.44080839,22033
7/1/2015,445512,978.30380062,22033
7/1/2016,446677,980.86203458,22033
7/1/2017,444511,976.10569573,22033
7/1/2018,442058,970.71913101,22033
7/1/2019,440059,966.32950896,22033
7/1/2010,24226,27.953321526,22085
7/1/2011,24421,28.178323495,22085
7/1/2012,24322,28.064091726,22085
7/1/2013,24261,27.993706495,22085
7/1/2014,24112,27.821781914,22085
7/1/2015,24205,27.929090545,22085
7/1/2016,24055,27.756012107,22085
7/1/2017,23909,27.587549095,22085
7/1/2018,23901,27.578318245,22085
7/1/2019,23884,27.558702689,22085
7/1/2010,25702,33.737984878,22003
7/1/2011,25740,33.787865954,22003
7/1/2012,25622,33.632972086,22003
7/1/2013,25664,33.688103802,22003
7/1/2014,25714,33.753736797,22003
7/1/2015,25631,33.644786025,22003
7/1/2016,25680,33.70910636,22003
7/1/2017,25583,33.581778349,22003
7/1/2018,25567,33.560775791,22003
7/1/2019,25627,33.639535385,22003
7/1/2010,12106,19.388070032,22065
7/1/2011,11976,19.179871692,22065
7/1/2012,12212,19.557831756,22065
7/1/2013,11908,19.070967945,22065
7/1/2014,11819,18.928432159,22065
7/1/2015,11554,18.50402785,22065
7/1/2016,11486,18.395124103,22065
7/1/2017,11342,18.164504403,22065
7/1/2018,11196,17.930681652,22065
7/1/2019,10951,17.538307858,22065
7/1/2010,31632,48.562696452,22053
7/1/2011,31592,48.501286871,22053
7/1/2012,31445,48.275606662,22053
7/1/2013,31295,48.045320734,22053
7/1/2014,31447,48.278677141,22053
7/1/2015,31431,48.254113309,22053
7/1/2016,31388,48.18809801,22053
7/1/2017,31480,48.329340045,22053
7/1/2018,31537,48.416848698,22053
7/1/2019,31368,48.157393219,22053
7/1/2010,22048,90.791802282,22093
7/1/2011,21784,89.704672574,22093
7/1/2012,21634,89.08698524,22093
7/1/2013,21607,88.97580152,22093
7/1/2014,21515,88.596953288,22093
7/1/2015,21481,88.456944159,22093
7/1/2016,21433,88.259284212,22093
7/1/2017,21380,88.041034688,22093
7/1/2018,21151,87.098032024,22093
7/1/2019,21096,86.871546668,22093
7/1/2010,22336,34.73576143,22043
7/1/2011,22382,34.807298188,22043
7/1/2012,22388,34.816629069,22043
7/1/2013,22301,34.681331288,22043
7/1/2014,22356,34.766864368,22043
7/1/2015,22302,34.682886435,22043
7/1/2016,22279,34.647118056,22043
7/1/2017,22296,34.673555554,22043
7/1/2018,22436,34.891276121,22043
7/1/2019,22389,34.818184216,22043
7/1/2010,15641,38.780770171,22125
7/1/2011,15517,38.473320807,22125
7/1/2012,15476,38.371664162,22125
7/1/2013,15462,38.336952137,22125
7/1/2014,15379,38.131159418,22125
7/1/2015,15383,38.141077139,22125
7/1/2016,15327,38.002229039,22125
7/1/2017,15371,38.111323975,22125
7/1/2018,15492,38.411335048,22125
7/1/2019,15568,38.599771755,22125
7/1/2010,432610,1463.0219415,22051
7/1/2011,434089,1468.023697,22051
7/1/2012,433954,1467.5671473,22051
