date,population,density,fips
7/1/2010,32650,69.836509079,26047
7/1/2011,32743,70.035430835,26047
7/1/2012,32806,70.170184283,26047
7/1/2013,32946,70.469636389,26047
7/1/2014,32973,70.527387867,26047
7/1/2015,32924,70.42257963,26047
7/1/2016,32875,70.317771393,26047
7/1/2017,33081,70.758393778,26047
7/1/2018,33225,71.066401658,26047
7/1/2019,33415,71.472800946,26047
7/1/2010,111523,135.13792381,26005
7/1/2011,111163,134.70169404,26005
7/1/2012,111499,135.10884183,26005
7/1/2013,112009,135.726834,26005
7/1/2014,113349,137.35057814,26005
7/1/2015,114112,138.2751429,26005
7/1/2016,114979,139.3257296,26005
7/1/2017,116368,141.00884946,26005
7/1/2018,117173,141.98430769,26005
7/1/2019,118081,143.08457611,26005
7/1/2010,9580,10.469563526,26003
7/1/2011,9516,10.399620722,26003
7/1/2012,9451,10.328585061,26003
7/1/2013,9438,10.314377929,26003
7/1/2014,9362,10.231320849,26003
7/1/2015,9255,10.114385223,26003
7/1/2016,9129,9.9766853265,26003
7/1/2017,9144,9.9930781713,26003
7/1/2018,9118,9.964663907,26003
7/1/2019,9108,9.9537353438,26003
7/1/2010,26503,49.253096981,26127
7/1/2011,26455,49.163893923,26127
7/1/2012,26306,48.886992763,26127
7/1/2013,26298,48.872125586,26127
7/1/2014,26349,48.966903836,26127
7/1/2015,26323,48.918585513,26127
7/1/2016,26311,48.896284748,26127
7/1/2017,26422,49.10256682,26127
7/1/2018,26555,49.349733628,26127
7/1/2019,26467,49.186194688,26127
7/1/2010,31006,54.939560226,26035
7/1/2011,31001,54.930700721,26035
7/1/2012,30796,54.567461031,26035
7/1/2013,30600,54.220168448,26035
7/1/2014,30730,54.450515569,26035
7/1/2015,30616,54.248518863,26035
7/1/2016,30387,53.84275355,26035
7/1/2017,30565,54.158151916,26035
7/1/2018,30735,54.459375074,26035
7/1/2019,30950,54.840333774,26035
7/1/2010,70294,122.74169039,26073
7/1/2011,70615,123.30219459,26073
7/1/2012,70666,123.39124666,26073
7/1/2013,70224,122.61946206,26073
7/1/2014,70094,122.39246659,26073
7/1/2015,70767,123.56760469,26073
7/1/2016,71263,124.43367972,26073
7/1/2017,71077,124.10890158,26073
7/1/2018,70463,123.0367845,26073
7/1/2019,69872,122.00482816,26073
7/1/2010,55698,69.215777455,26157
7/1/2011,55400,68.845453535,26157
7/1/2012,54708,67.985506715,26157
7/1/2013,54216,67.374099438,26157
7/1/2014,53923,67.009989007,26157
7/1/2015,53726,66.765177557,26157
7/1/2016,53276,66.205963584,26157
7/1/2017,52815,65.633079936,26157
7/1/2018,52633,65.406908952,26157
7/1/2019,52245,64.924742237,26157
7/1/2010,29510,51.602943819,26007
7/1/2011,29340,51.305671693,26007
7/1/2012,29166,51.001404928,26007
7/1/2013,28957,50.635935079,26007
7/1/2014,28882,50.504785611,26007
7/1/2015,28722,50.225000081,26007
7/1/2016,28663,50.121829166,26007
7/1/2017,28428,49.710894168,26007
7/1/2018,28384,49.633953147,26007
7/1/2019,28405,49.670674998,26007
7/1/2010,83651,162.02665795,26111
7/1/2011,83805,162.32494614,26111
7/1/2012,83721,162.16224349,26111
7/1/2013,83651,162.02665795,26111
7/1/2014,83492,161.71868508,26111
7/1/2015,83662,162.04796425,26111
7/1/2016,83422,161.58309954,26111
7/1/2017,83314,161.37391042,26111
7/1/2018,83223,161.19764922,26111
7/1/2019,83156,161.06787449,26111
7/1/2010,8601,15.204879045,26135
7/1/2011,8614,15.227860492,26135
7/1/2012,8574,15.157148347,26135
7/1/2013,8369,14.794748602,26135
7/1/2014,8312,14.693983795,26135
7/1/2015,8277,14.632110668,26135
7/1/2016,8259,14.600290203,26135
7/1/2017,8238,14.563166326,26135
7/1/2018,8224,14.538417075,26135
7/1/2019,8241,14.568469737,26135
7/1/2010,75403,133.12238504,26037
7/1/2011,75899,133.99806244,26037
7/1/2012,76166,134.46944523,26037
7/1/2013,76809,135.60464799,26037
7/1/2014,76954,135.86064239,26037
7/1/2015,77009,135.95774372,26037
7/1/2016,77617,137.03115472,26037
7/1/2017,78506,138.60066522,26037
7/1/2018,79219,139.85945148,26037
7/1/2019,79595,140.52327145,26037
7/1/2010,42432,74.654201751,26057
7/1/2011,42119,74.103514412,26057
7/1/2012,41973,73.84664428,26057
7/1/2013,41931,73.772750132,26057
7/1/2014,41467,72.956395739,26057
7/1/2015,41331,72.717119451,26057
7/1/2016,40955,72.055590891,26057
7/1/2017,40979,72.097816119,26057
7/1/2018,40602,71.434528174,26057
7/1/2019,40711,71.626301081,26057
7/1/2010,99640,132.9208623,26091
7/1/2011,99355,132.54066915,26091
7/1/2012,99021,132.09510945,26091
7/1/2013,98822,131.82964125,26091
7/1/2014,98740,131.72025235,26091
7/1/2015,98391,131.25468249,26091
7/1/2016,98496,131.39475365,26091
7/1/2017,98427,131.30270688,26091
7/1/2018,98141,130.92117972,26091
7/1/2019,98451,131.33472315,26091
7/1/2010,63315,89.766628348,26117
7/1/2011,63266,89.697157215,26117
7/1/2012,63096,89.456134916,26117
7/1/2013,62794,89.027965892,26117
7/1/2014,62804,89.042143674,26117
7/1/2015,62763,88.984014767,26117
7/1/2016,62953,89.25339263,26117
7/1/2017,63527,90.067197331,26117
7/1/2018,63936,90.647068626,26117
7/1/2019,63888,90.579015271,26117
7/1/2010,162690,225.53984045,26147
7/1/2011,161581,224.00241539,26147
7/1/2012,160625,222.67709677,26147
7/1/2013,160288,222.20990809,26147
7/1/2014,160065,221.9007595,26147
7/1/2015,159700,221.39475395,26147
7/1/2016,159369,220.93588317,26147
7/1/2017,159005,220.43126395,26147
7/1/2018,159031,220.46730818,26147
7/1/2019,159128,220.60178088,26147
7/1/2010,345717,489.70937626,26161
7/1/2011,349753,495.42638481,26161
7/1/2012,352303,499.038469,26161
7/1/2013,356040,504.33194296,26161
7/1/2014,360021,509.97104381,26161
7/1/2015,362975,514.15539545,26161
7/1/2016,366135,518.63154684,26161
7/1/2017,368807,522.41644447,26161
7/1/2018,369483,523.3740009,26161
7/1/2019,367601,520.70814112,26161
7/1/2010,52247,106.60361783,26027
7/1/2011,52204,106.51588158,26027
7/1/2012,51804,105.69973047,26027
7/1/2013,51585,105.25288774,26027
7/1/2014,51562,105.20595905,26027
7/1/2015,51342,104.75707594,26027
7/1/2016,51282,104.63465327,26027
7/1/2017,51481,105.04068845,26027
7/1/2018,51725,105.53854063,26027
7/1/2019,51787,105.66504405,26027
7/1/2010,24442,47.013183418,26143
7/1/2011,24325,46.788138722,26143
7/1/2012,24185,46.51885447,26143
7/1/2013,24023,46.207254122,26143
7/1/2014,24025,46.211101039,26143
7/1/2015,23912,45.993750179,26143
7/1/2016,23779,45.73793014,26143
7/1/2017,23731,45.645604111,26143
7/1/2018,23812,45.801404285,26143
7/1/2019,24019,46.199560286,26143
7/1/2010,45174,89.203740434,26023
7/1/2011,43923,86.733428324,26023
7/1/2012,43792,86.47474656,26023
7/1/2013,43587,86.06993922,26023
7/1/2014,43733,86.358241033,26023
7/1/2015,43639,86.172622057,26023
7/1/2016,43466,85.831004155,26023
7/1/2017,43375,85.65130919,26023
7/1/2018,43566,86.028471151,26023
7/1/2019,43517,85.931712323,26023
7/1/2010,160109,228.11412012,26075
7/1/2011,159658,227.47156119,26075
7/1/2012,159962,227.90468295,26075
7/1/2013,159628,227.42881891,26075
7/1/2014,159421,227.13389718,26075
7/1/2015,159264,226.91021259,26075
7/1/2016,158277,225.5039916,26075
7/1/2017,158563,225.91146799,26075
7/1/2018,158566,225.91574222,26075
7/1/2019,158510,225.83595663,26075
7/1/2010,841352,1755.8443371,26099
7/1/2011,844146,1761.6752249,26099
7/1/2012,849734,1773.3370004,26099
7/1/2013,857110,1788.7302101,26099
7/1/2014,862876,1800.7634595,26099
7/1/2015,864960,1805.1126256,26099
7/1/2016,868534,1812.5713203,26099
7/1/2017,871364,1818.4773376,26099
7/1/2018,872795,1821.4637372,26099
7/1/2019,873972,1823.920056,26099
7/1/2010,8861,9.8627968452,26013
7/1/2011,8836,9.8349704237,26013
7/1/2012,8726,9.712534169,26013
7/1/2013,8718,9.7036297141,26013
7/1/2014,8650,9.6279418475,26013
7/1/2015,8585,9.5555931516,26013
7/1/2016,8546,9.512183934,26013
7/1/2017,8441,9.3953129636,26013
7/1/2018,8324,9.2650853108,26013
7/1/2019,8209,9.1370837718,26013
7/1/2010,107746,187.31840176,26045
7/1/2011,107921,187.62264248,26045
7/1/2012,107996,187.75303135,26045
7/1/2013,108264,188.21895428,26045
7/1/2014,108639,188.87089867,26045
7/1/2015,108661,188.90914608,26045
7/1/2016,109183,189.81665268,26045
7/1/2017,109456,190.29126819,26045
7/1/2018,109710,190.73285186,26045
7/1/2019,110268,191.70294512,26045
7/1/2010,38616,24.777552422,26033
7/1/2011,38890,24.953361655,26033
7/1/2012,38993,25.019450528,26033
7/1/2013,38569,24.747395364,26033
7/1/2014,38254,24.545278909,26033
7/1/2015,37973,24.364978199,26033
7/1/2016,37683,24.178902732,26033
7/1/2017,37679,24.176336174,26033
7/1/2018,37461,24.036458755,26033
7/1/2019,37349,23.964595127,26033
7/1/2010,151936,276.57405177,26115
7/1/2011,151496,275.77310544,26115
7/1/2012,150804,274.51343529,26115
7/1/2013,150139,273.30291412,26115
7/1/2014,149847,272.771377,26115
7/1/2015,149353,271.8721327,26115
7/1/2016,149159,271.51898818,26115
7/1/2017,149449,272.04688463,26115
7/1/2018,150174,273.36662576,26115
7/1/2019,150500,273.96005418,26115
7/1/2010,1203106,1387.4127913,26125
7/1/2011,1212643,1398.410788,26125
7/1/2012,1223598,1411.0440116,26125
7/1/2013,1235468,1424.7324063,26125
7/1/2014,1242853,1433.2487328,26125
7/1/2015,1244602,1435.2656665,26125
7/1/2016,1251027,1442.6749281,26125
7/1/2017,1256016,1448.4282054,26125
7/1/2018,1256694,1449.2100699,26125
7/1/2019,1257584,1450.2364112,26125
7/1/2010,46648,77.98683466,26059
7/1/2011,46599,77.904915716,26059
7/1/2012,46267,77.349873076,26059
7/1/2013,46131,77.122506211,26059
7/1/2014,45930,76.786471359,26059
7/1/2015,45883,76.707896045,26059
7/1/2016,45773,76.523996375,26059
7/1/2017,45820,76.602571689,26059
7/1/2018,45702,76.405297497,26059
7/1/2019,45605,76.243131424,26059
7/1/2010,171913,341.15571626,26121
7/1/2011,170026,337.41102658,26121
7/1/2012,170159,337.67496073,26121
7/1/2013,172273,341.87012447,26121
7/1/2014,172254,341.83241959,26121
7/1/2015,172447,342.21542177,26121
7/1/2016,173227,343.76330621,26121
7/1/2017,173645,344.59281352,26121
7/1/2018,173599,344.50152802,26121
7/1/2019,173566,344.43604061,26121
7/1/2010,21719,62.554858359,26089
7/1/2011,21428,61.716722911,26089
7/1/2012,21379,61.575593575,26089
7/1/2013,21478,61.860732438,26089
7/1/2014,21596,62.200594922,26089
7/1/2015,21633,62.307161972,26089
7/1/2016,21507,61.944257964,26089
7/1/2017,21645,62.341724259,26089
7/1/2018,21714,62.540457406,26089
7/1/2019,21761,62.675826362,26089
7/1/2010,88210,136.34074683,26087
7/1/2011,88094,136.1614528,26087
7/1/2012,88195,136.31756226,26087
7/1/2013,88291,136.46594353,26087
7/1/2014,88194,136.31601662,26087
7/1/2015,88368,136.58495767,26087
7/1/2016,88171,136.28046694,26087
7/1/2017,88122,136.20473067,26087
7/1/2018,87921,135.89405739,26087
7/1/2019,87607,135.40872699,26087
7/1/2010,43087,44.762419175,26151
7/1/2011,42705,44.365565272,26151
7/1/2012,42306,43.951050331,26151
7/1/2013,41901,43.530302083,26151
7/1/2014,41661,43.280969788,26151
7/1/2015,41464,43.076309529,26151
7/1/2016,41405,43.015015339,26151
7/1/2017,41242,42.845677156,26151
7/1/2018,41192,42.793732927,26151
7/1/2019,41170,42.770877467,26151
7/1/2010,2169,4.0158347309,26083
7/1/2011,2179,4.0343494139,26083
7/1/2012,2167,4.0121317943,26083
7/1/2013,2142,3.965845087,26083
7/1/2014,2174,4.0250920724,26083
7/1/2015,2123,3.9306671894,26083
7/1/2016,2139,3.9602906821,26083
7/1/2017,2085,3.8603113942,26083
7/1/2018,2090,3.8695687357,26083
7/1/2019,2116,3.9177069113,26083
7/1/2010,6776,5.1686620322,26131
7/1/2011,6628,5.0557691779,26131
7/1/2012,6413,4.8917694234,26131
7/1/2013,6321,4.8215927842,26131
7/1/2014,6192,4.7231929315,26131
7/1/2015,6037,4.6049605503,26131
7/1/2016,5939,4.5302071738,26131
