date,population,density,fips
7/1/2010,14089,25.089902374,05079
7/1/2011,14339,25.535106121,05079
7/1/2012,14180,25.251956538,05079
7/1/2013,14063,25.043601184,05079
7/1/2014,14025,24.975930214,05079
7/1/2015,13866,24.692780631,05079
7/1/2016,13728,24.447028163,05079
7/1/2017,13475,23.996481971,05079
7/1/2018,13184,23.478264809,05079
7/1/2019,13024,23.193334411,05079
7/1/2010,50958,83.48537833,05035
7/1/2011,50517,82.762880354,05035
7/1/2012,50077,82.042020696,05035
7/1/2013,49739,81.488269413,05035
7/1/2014,49536,81.15569098,05035
7/1/2015,49019,80.308680881,05035
7/1/2016,49306,80.778877976,05035
7/1/2017,48716,79.812270707,05035
7/1/2018,48363,79.233944663,05035
7/1/2019,47955,78.565511162,05035
7/1/2010,114026,175.97784798,05045
7/1/2011,116280,179.45647627,05045
7/1/2012,118523,182.91812811,05045
7/1/2013,119176,183.92591173,05045
7/1/2014,120562,186.06494403,05045
7/1/2015,121241,187.1128538,05045
7/1/2016,122206,188.60215118,05045
7/1/2017,123530,190.64549805,05045
7/1/2018,125138,193.12714592,05045
7/1/2019,126007,194.46828522,05045
7/1/2010,16665,27.91659909,05089
7/1/2011,16671,27.926650071,05089
7/1/2012,16621,27.842891898,05089
7/1/2013,16444,27.546387965,05089
7/1/2014,16423,27.511209532,05089
7/1/2015,16215,27.162775532,05089
7/1/2016,16376,27.432476849,05089
7/1/2017,16429,27.521260513,05089
7/1/2018,16665,27.91659909,05089
7/1/2019,16694,27.96517883,05089
7/1/2010,8182,12.28511553,05129
7/1/2011,8078,12.128961532,05129
7/1/2012,8005,12.019353437,05129
7/1/2013,7991,11.998332706,05129
7/1/2014,7924,11.897733496,05129
7/1/2015,7835,11.764101709,05129
7/1/2016,7968,11.963798649,05129
7/1/2017,7927,11.902237938,05129
7/1/2018,7930,11.90674238,05129
7/1/2019,7881,11.833169823,05129
7/1/2010,222593,262.52234323,05007
7/1/2011,229171,270.28032292,05007
7/1/2012,234938,277.08182321,05007
7/1/2013,239461,282.41617136,05007
7/1/2014,244841,288.76125053,05007
7/1/2015,251591,296.72208405,05007
7/1/2016,259212,305.71015995,05007
7/1/2017,266585,314.40574892,05007
7/1/2018,272266,321.10582229,05007
7/1/2019,279141,329.21407866,05007
7/1/2010,33231,54.008650485,05059
